Drug,Microbe,Label,Drug_ID,Microbe_ID
Emodin,Streptococcus mutans,1,700,155
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,192,125
2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,Enteric bacteria and other eubacteria ,0,229,60
Sulfamethazine,Bacillus subtilis,0,1229,21
4-(Aminomethyl)-D-phenylalanine,Achromobacter sp.,0,315,0
Penicillenol C1,Pseudomonas aeruginosa,1,1078,125
Apigenin,Lysinibacillus sphaericus,0,443,106
Flavonoids 7,Vibrio harveyi,1,739,176
Ellagic Acid,Enteric bacteria and other eubacteria ,0,698,60
epsilon-Polylysine,Streptococcus epidermidis,0,1364,152
Erythromycin,Sphingomonas sp. Ibu-2,0,713,139
Furanone C-30,Streptococcus mutans,1,753,155
Clary sage,Mycobacterium avium,0,596,110
"(2S,3R,4S,5S,6R)-3-(2-(1H-Indol-3-yl)acetamido)-6-(acetoxymethyl)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0,56,71
NA8,Pseudomonas libaniensis,0,1001,129
"Dihydroxybenzoic Acid (2,3-DHBA)",Eikenella corrodens,1,679,58
Glycomonoterpenes (G-citron),Vibrio cholerae,1,786,175
"Trimethyl[3-({33-[2-(trimethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(trimethylazaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide",Cryptococcus neoformans,0,1293,52
Zinc oxide,Mycobacterium leprae,0,1331,111
Hetacillin,Enterococcus gallinarum,0,800,68
"2,3-Dehydrosilybin",Staphylococcus aureus,1,170,141
Cecropin (1-7)-melittin A (2-9) amide,Enterobacter aerogenes,0,534,61
"(1R,4R,8S,11S,12R)-4-hydroxy-1,4,8-trimethyl-12-(propan-2-yl)tricyclo[9.3.0.0]tetradec-3(7)-en-6-one",Mycobacterium avium,0,9,110
Dirithromycin,Streptococcus gordonii,0,686,153
"N-(5-Methyl-1,2-oxazol-3-yl)butanamide",Pseudomonas aeruginosa,1,981,125
Octyl gallate,Staphylococcus epidermidis,1,1043,146
Tet-213,Aggregatibacter actinomycetemcomitans,0,1261,11
Sorbitol,Escherichia coli,1,1210,69
Oxytetracycline,Propionibacterium acnes,1,1056,120
Syringic acid,Shewanella oneidensis,0,1238,137
N -[(3-chloro-isoquinolin-4-yl)methylene] benzohydrazide,Streptococcus gordonii,0,963,153
Diphenyl diselenide,Morganella morganii,0,683,109
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0,118,71
4-Benzyl-sulfonyl-5-hydroxy-3-chloro-2(5H)-furanone,Listeria ivanovii,0,320,103
Pyrimethamine,Plasmodium falciparum,1,1123,118
Tetracycline,Escherichia coli,1,1263,69
Dalbavancin,Staphylococcus aureus,1,653,141
den-SB056,Listeria monocytogenes,0,1361,104
Crocin,Yersinia enterocolitica,0,618,179
Propyl gallate,Pseudomonas aeruginosa,1,1117,125
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-octanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate",Halomonas pacifica,0,67,81
16P,Human herpesvirus 1 ,0,164,87
Gentamicin,Enterococcus faecium,0,779,67
Quercetin,Vibrio harveyi,1,1127,176
3-hexyl-5-bromomethylene-2(5H)-furanone,Serratia liquefaciens,0,299,135
Butyl gallate,Pseudomonas aeruginosa,1,502,125
VSL2,Bacteroides vulgatus,0,1306,26
cyclo(Trp-Ser),Pseudoalteromonas sp.,0,1357,124
Sulfadoxine,Propionibacterium acnes,0,1226,120
Lactoferricin B,Fusarium solani,1,891,75
CSP-C16,Streptococcus sanguinis,1,513,162
4-Nitro-D-phenylalanine,Bacillus subtilis,0,339,21
Norspermidine,Candida albicans,0,1031,34
Moxifloxacin ,Influenza B virus,0,946,96
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Pseudomonas aeruginosa,1,140,125
RI-19,Burkholderia pseudomallei,1,1137,31
Stilbene,Thermus thermophilus ,0,1215,169
"3,5-Difluoro-dl-phenylalanine",Aggregatibacter actinomycetemcomitans,0,256,11
Glycinamide hydrochloride,Bacteroides eggerthii,0,784,23
Piperacillin-Tazobactam,Mycobacterium tuberculosis,0,1103,113
7-methylindole,Clostridium bacilli,0,408,44
Anthranilate,Burkholderia thailandensis,0,442,32
Ellagic Acid,Varicella-zoster virus,0,698,172
N-[(3-chloro-isoquinolin-4-yl)methylene]benzohydrazide,Staphylococcus epidermidis,1,988,146
Ferulic Acid,Human immunodeficiency virus 1,0,736,92
Kaempherol,Escherichia coli,1,857,69
Dezocine,Streptococcus sobrinus,0,666,164
Norspermidine,Staphylococcus epidermis,0,1031,147
Efavirenz,Human immunodeficiency virus 1,1,696,92
sorivudine,Escherichia coli ,0,1388,70
Cefalonium,Listeria monocytogenes,1,539,104
Desipramine,Streptococcus gordonii,0,665,153
Esculetin,Burkholderia cenocepacia,1,715,28
Protamine sulphate,Pichia anomala,0,1118,117
Isopropanol,Candida albicans,1,843,34
trans-2-Pentenal,Enterobacter cloacae,0,1390,63
Silver nanoparticles,Staphylococcus epidermidis,1,1194,146
Penicillenol C2,Pseudomonas fluorescens,0,1079,127
Cathelicidin,Aquifex aeolicus,0,533,13
Clioquinol,Candida albicans,1,601,34
Calanolide A,Human herpesvirus 1 ,0,518,87
LL-25,Candida guiliermondi,0,886,37
"(1R,2S,7R,3E,8E,11E)-2,18-diacetoxycembra-3,8,11,15(17)-tetraen-7-ol",Vibrio harveyi,1,6,176
VSL2,Candida guiliermondi,0,1306,37
"5,7,8,4-Tetramethoxyflavone",Edwardsiella tarda,0,364,56
5-fluoroindole,Pseudomonas aeruginosa,1,384,125
Niclosamide,Staphylococcus haemolyticus,0,1019,149
alpha-Defensin-3,Cryptococcus neoformans,1,1336,52
3-Hydroxytyrosine,Staphylococcus aureus,1,284,141
Palivizumab,Vibrio cholerae,0,1064,175
"2,4,5-Trifluorophenylalanine",Staphylococcus epidermis,1,172,147
Evodiamine,Human parainfluenza virus type 2,0,727,93
Limonene,Candida albicans,1,899,34
3-Iodotyrosine,Clostridium perfringens,0,285,47
Carbonyl cyanide m-chlorophenylhydrazone,Pseudomonas aeruginosa,1,524,125
DispersinB-KSL-W wound gel,Staphylococcus aureus,1,687,141
Ferric chloride,Bacteroides uniformis,0,734,25
Tyrphostin AG1478,Escherichia coli ,0,1297,70
Methyl gallate,Pseudomonas aeruginosa,1,933,125
N-(4-Bromobenzylidene)benzohydrazide,Enterococcus faecalis,1,976,66
Cefamandole,Bacteroides fragilis,1,541,24
M8-33,Klebsiella pneumoniae,0,912,99
Tipranavir,Human immunodeficiency virus 1,1,1276,92
Holothuroidin 2,Staphylococcus epidermidis,1,807,146
Carbonyl cyanide m-chlorophenylhydrazone,Burkholderia cenocepacia,0,524,28
Nitrofural,Escherichia coli,1,1022,69
Isosilybin A,Streptococcus sobrinus,0,845,164
CGP-37157,Candida albicans,1,510,34
"Trimethyl[3-({33-[2-(trimethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(trimethylazaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide",Clostridium perfringens,0,1293,47
RI-19,Staphylococcus chromogenes,0,1137,144
"F2,5,12W",Staphylococcus epidermidis,1,728,146
Bevirimat,Streptococcus salivarius,0,486,161
KABT-AMP,Vibrio parahaemolyticus,0,852,177
4-Fluoro-2-methyl-D-phenylalanine,Staphylococcus aureus,1,329,141
Palmitic acid,Human herpesvirus 1 ,0,1065,87
Betulinic acid,Klebsiella planticola,0,485,98
NA12,Pseudoalteromonas sp.,0,1000,124
Trimethoprim-sulfamethoxazole,Streptococcus parasanguinis,0,1288,157
"3,5-dibromotyrosined",Escherichia coli,0,259,69
Cecropin B,Pseudomonas aeruginosa,1,535,125
Tazobactam,Human immunodeficiency virus 1,0,1247,92
(3R)-4-(4-acetylphenyl)-3-aminobutan-2-one,Staphylococcus aureus,1,69,141
Zinc Dichloride,Bacillus anthracis,0,1329,18
Chlorpromazine,Escherichia coli,1,578,69
N-(2-Pyridinyl)butanamide,Enterococcus gallinarum,0,972,68
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-[(3-methoxyphenyl)methylidene]-1,3-oxazolidin-4-one",Staphylococcus aureus,1,80,141
Norgestimate,Pantoea agglomerans,0,1029,116
NA12,Bacillus cereus,0,1000,19
(1Z)-(2-phenylethylidene)-lambda4-sulfanyliumolate,Streptococcus sanguis,1,10,163
Glucose,Vibrio harveyi,0,783,176
Neoeriocitrin,Vibrio harveyi,1,1012,176
Thonzonium bromide,Vibrio parahaemolyticus,0,1269,177
Ellagic Acid,Escherichia coli,1,698,69
L-Aspartate,Providencia stuartii,0,866,123
Quinupristin/dalfopristin,Candida krusei,0,1134,38
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Micrococcus luteus,1,139,108
KSL-W,Human immunodeficiency virus,0,855,91
Daidzein,Vibrio campbellii,0,652,174
N-[(3-chloro-isoquinolin-4-yl)methylene]benzohydrazide,Staphylococcus equorum,0,988,148
5-(dibromomethylene)-3-(1-acetoxyethyl)-2(5H)-furanone,Burkholderia multivorans,0,368,30
Quercetin Dihydrate,Aeromonas sobria,0,1128,10
Norgestimate,Staphylococcus aureus,1,1029,141
Phenyl-arginine-b-naphthylamide,Gardnerella vaginalis,0,1092,76
Benzyl decyl beta-maltoside,Lactobacillus fermenti,0,480,102
2-phenylethane-1-SO-thioperoxol,Influenza B virus,0,244,96
4-bromo-5-(bromomethylene)-3-butyl-2(5H)- furanone,Raoultella ornithinolytica,0,345,131
Penicillenol B1,Coagulase- negative staphylococci,0,1076,49
Palmitic acid,Escherichia coli,1,1065,69
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Escherichia coli ,0,139,70
Betulinic acid,Acinetobacter baumannii,0,485,2
Quercetin Dihydrate,Staphylococcus aureus,1,1128,141
Tellurite,Achromobacter sp.,0,1255,0
Wheat bran,Corynebacterium ammoniagenes,0,1321,50
"(10R,11R)-Hydnocarpin D",Gardnerella vaginalis,0,2,76
3-Carbamoylphenylalanine,Burkholderia cepacia,0,279,29
3-fluoroaniline,Human herpesvirus 4,0,295,89
Carbonyl cyanide m-chlorophenylhydrazone,Staphylococcus aureus,1,524,141
Pleurocidin,Enterococcus faecium,1,1107,67
BMAP-28,Staphylococcus aureus,1,461,141
Doripenem,Staphylococcus aureus,1,692,141
Moxifloxacin,Candida albicans,1,945,34
alpha-mangostin,Staphylococcus epidermidis,1,1341,146
Irinotecan,Staphylococcus equorum,0,835,148
Calcium chloride,Aggregatibacter actinomycetemcomitans,0,519,11
1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,Hepatitis B virus F,0,143,84
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one",Pseudomonas aeruginosa,1,88,125
Terpinene-4-ol,Bacteroides uniformis,0,1258,25
N -(3-nitro-4-hydroxy-benzylidene)benzohydrazide,Chromobacterium violaceum,0,959,42
Pyrvinium pamoate,Streptococcus pyogenes,0,1126,160
Penicillic acid,Streptococcus sobrinus,0,1080,164
Norspermidine,Helicobacter pylori ,0,1031,82
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Human herpesvirus 3,0,276,88
Fosamprenavir,Vibrio harveyi,0,746,176
2-(2-(2-Azidoacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,Candida krusei,0,182,38
Benzophenonyl decyl beta-maltoside,Propionibacterium acnes,0,478,120
(2Z)-N-hexyl-2-hydroxy-3-[4-(trifluoromethyl)phenyl]prop-2-enamide,Hepatitis C Virus ,0,68,85
Tigecycline,Streptomyces sp. ,0,1272,167
Kojic acid,Mycobacterium avium,0,861,110
epsilon-viniferin,Mycobacterium tuberculosis,0,1365,113
Amprenavir,Enterobacter cloacae,0,438,63
Hydnocarpin D,Aggregatibacter actinomycetemcomitans,0,810,11
VSL2,Enterococcus gallinarum,0,1306,68
Dimethyl Sulfoxide,Pseudomonas aeruginosa,1,682,125
Lemon,Clostridium perfringens ,0,895,48
Bacalin hydrate,Burkholderia cenocepacia,1,464,28
Dodecyl beta-maltoside,Trichophyton mentagrophytes,0,690,170
Cefmetazole,Vibrio anguillarum,0,549,173
3-Nitrophenylalanine,Varicella-zoster virus,0,290,172
Netilmicin,Candida guiliermondi,0,1016,37
Butyl gallate,Staphylococcus epidermidis,1,502,146
NA8,Candida albicans,1,1001,34
7-nitroindole,Pseudomonas aeruginosa,1,409,125
4-bromo-5-(bromomethylene)-3-butyl-2(5H)- furanone,Staphylococcus aureus,1,345,141
"N 3-(2-thienylcarbonyl)-4-bromo-1,5-dimethyl-1H-pyrazole-3-carbohydrazide",Burkholderia cenocepacia,1,964,28
Palivizumab,Hepatitis B virus F,0,1064,84
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",Influenza A virus ,0,968,95
Isatin,Staphylococcus chromogenes,0,836,144
Levofloxacin,Streptococcus mutans,0,897,155
5-Chloroindole,Amycolatopsis orientalis,0,378,12
Tenofovir,Human immunodeficiency virus 1,1,1256,92
(E)-3-Decen-2-one,Vibrio harveyi,1,89,176
Ursolic acid,Vibrio harveyi,1,1303,176
2-bromohexanoic acid,Actinomyces oris,0,238,7
Darunavir,Thermus thermophilus,0,658,168
nitrazepam,Candida parapsilosis,0,1377,39
3-geranyl-1-(2-methylbutanoyl)phloroglucinol,Vibrio parahaemolyticus,0,296,177
Sodium sulfate,Human herpesvirus 4,0,1209,89
2-methoxy-cinnamaldehyde,Morganella morganii,0,242,109
3-Nitro-D-tyrosine,Clostridium perfringens,0,289,47
4-methoxy-cinnamaldehyde,Human herpesvirus 3,0,357,88
Nelfinavir,Streptococcus parasanguinis,0,1011,157
"3,5-dibromotyrosined",Arthrobacter sp. ,0,259,14
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",Streptomyces gordonii,0,135,165
Nerolidol,Candida albicans,1,1015,34
Fosfomycin,Vibrio vulnificus,0,748,178
Dezocine,Burkholderia pseudomallei,0,666,31
methanesulfonylbenzene,Enterobacteria phage T4,0,1373,65
Thonzonium bromide,Human immunodeficiency virus 1,0,1269,92
Furvina,Acinetobacter sp.,0,760,5
Penicillenol B1,Vibrio cholerae,0,1076,175
LF11-322,Lactobacillus fermenti,0,881,102
"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,153,125
Penicillenol C2,Burkholderia cepacia,0,1079,29
Ganciclovir,Klebsiella planticola,0,774,98
Indole-3-carboxyaldehyde,Corynebacterium ammoniagenes,0,831,50
4-bromo-5-(dibromomethylene)-3-(1-acetoxyoethyl)-2(5H)-furanone,Amycolatopsis orientalis,0,346,12
Bifonazole,Eikenella corrodens,0,487,58
Glipizide,Burkholderia cepacia,0,782,29
4-bromo-5-(bromomethylene)-3-(1-( 2-propynyloxy)butyl)-2(5H)-furanone,Salmonella enterica,0,341,133
trans-Resveratrol,Dihydropteroate synthase type-1,0,1392,55
S-(4-tolyl)-L-cysteine,Streptococcus mutans,1,1167,155
Netilmicin,Streptomyces rubiginosus,0,1016,166
"13-(2-chloro-6-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Vibrio cholerae,0,152,175
"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",Pseudoalteromonas sp.,0,207,124
RK-31,Salmonella enterica,0,1140,133
N -(3-nitro-4-hydroxy-benzylidene)benzohydrazide,Providencia stuartii,0,959,123
Curcumin,Mycobacterium leprae,0,619,111
Cephaloglycin,Influenza B virus ,0,567,97
para-anisidine,Pseudomonas aeruginosa,1,1382,125
Vitexin,Human immunodeficiency virus,0,1318,91
Silver dihydrogen citrate,Staphylococcus aureus,1,1193,141
TMB-8,Cronobacter sakazakii,0,1239,51
Linezolid,Streptococcus mitis,0,901,154
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2yl)-5-(4-nitrophenyl)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,200,125
Benzylpenicillin,Candida guiliermondi,0,481,37
Neoeriocitrin,Escherichia coli,1,1012,69
Carboxymethyl chitosan,Pseudoalteromonas sp.,0,525,124
(3R)-4-(4-acetylphenyl)-3-aminobutan-2-one,Enterococcus faecalis,0,69,66
14-alpha-lipoyl andrographolide,Serratia liquefaciens,0,162,135
Imazalil,Shewanella oneidensis,0,821,137
2-Nitro-cinnamaldehyde,Vibrio vulnificus,1,224,178
(2S)-2-amino-4-bromopent-4-enoic acid,Human parainfluenza virus type 2,0,55,93
"4,5-dihydroxy-2,3-pentanedione",Staphylococcus epidermis,0,311,147
FK506,Listeria ivanovii,0,729,103
"14-dehydroxy-11,12-didehydroandrographolide- 3,19-bis(succinic acid) potasium sodium salt",Thermus thermophilus,0,163,168
Dimethyl Sulfoxide,Halomonas pacifica,0,682,81
Trovafloxacin,Streptococcus epidermidis,0,1294,152
S-ethyl-L-cysteine,Mycobacterium leprae,0,1170,111
Pentagalloylglucose,Serratia liquefaciens,0,1082,135
Silver dihydrogen citrate,Mycobacterium avium,0,1193,110
"3,4-Dichloro-5-[(1,3-dichloropropan-2-yloxy)]-2(5H)-furanone",Fusarium solani,0,251,75
"2,4-Dichlorophenylalanine",Klebsiella pneumoniae,0,173,99
Phenanthrene,Streptococcus pneumoniae serotype 4,0,1088,159
Esculin,Serratia liquefaciens,0,716,135
2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,Listeria ivanovii,0,184,103
"5-Bromo-1-(2-chloroacetyl)indoline-2,3-dione",Acinetobacter oleiovorans,0,375,4
Ciprofloxacin lactate,Helicobacter pylori ,0,591,82
IG-19,Staphylococcus caprae,0,816,143
Cyanidin,Desulfovibrio africanus,0,620,54
Diphenyl methane,Staphylococcus aureus,1,685,141
Ethylene glycol tetraacetic acid,Enterobacteria phage T4,0,723,65
Clary sage oil,Streptococcus mutans,0,597,155
Raspberry KAS 434,Bacillus amyloliquefaciens,1,1145,17
Polyethyleneimine,Staphylococcus epidermis,1,1108,147
Hamamelitannin,Amycolatopsis orientalis,0,794,12
KABT-AMP,Candida tropicalis,1,852,41
Nystatin,Enterobacter cloacae,0,1033,63
Ionic silver,Neisseria gonorrhoeae,0,834,114
W-7 Hydrochloride,Salmonella Typhi,0,1320,132
Silver Ion,Staphylococcus aureus,0,1192,141
Tet-26,Bacteroides,0,1262,22
Phenyl-arginine-b-naphthylamide,Pseudomonas aeruginosa,1,1092,125
GL13K,Helicobacter pylori ,0,766,82
Dalbavancin,Staphylococcus epidermidis,1,653,146
2-amino-3-(3-chlorophenyl)propanoic acid,Aquifex aeolicus,0,226,13
den-SB056-1,Bacteroides,0,1362,22
Ferrous,Propionibacterium acnes,0,735,120
beta-Pinene,Staphylococcus chromogenes,0,1348,144
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",Enterobacter ludwigi,0,198,64
CWR11,Human herpesvirus 5,0,514,90
Povidone Iodine,Staphylococcus aureus,1,1112,141
L-tryptophan,Aeromonas hydrophila,0,878,9
1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,Fusarium solani,0,138,75
Limonene,Geobacillus kaustophilus,0,899,77
KSL-W,Candida albicans,1,855,34
Curcumin,Raoultella ornithinolytica,1,619,131
"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Streptococcus salivarius,0,249,161
Pefloxacin ,Corynebacterium ammoniagenes,0,1071,50
Clindamycin ,Burkholderia pseudomallei,0,600,31
7P-AC,Serratia marcescens,0,410,136
Didanosine,Influenza A virus ,0,678,95
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-(trifluoromethyl)phenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyltriacetate",Influenza B virus ,0,57,97
(2E)-1-[4-(3-nitropyridin-2-yl)piperazin-1-yl]-3-phenylprop-2-en-1-one,Candida albicans,1,32,34
Heptadecanoic acid,Pseudoalteromonas sp.,0,796,124
Trovafloxacin,Firmicutes,0,1294,73
N-Acetylcysteine,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0,984,71
Furanone 56,Staphylococcus epidermidis,1,752,146
Hydrogen peroxide,Serratia marcescens,0,811,136
Fluconazole,Lysinibacillus sphaericus,0,743,106
Verapamil,Mycobacterium tuberculosis,1,1311,113
Human beta-defensin 3,Candida albicans,1,809,34
3-oxo-C8-HSL,Streptococcus pneumoniae,0,303,158
Magainin-I,Staphylococcus aureus,1,919,141
2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,Chromobacterium violaceum,0,229,42
Nystatin,Mycobacterium tuberculosis,0,1033,113
Vanillic acid,Escherichia coli,1,1308,69
Myxinidin1,Listeria monocytogenes,1,956,104
Teichoplanin,Candida dubliniensis,0,1250,35
Eucarobustol E,Clostridium pasteurianum,0,725,46
Emtricitabine,Listeria ivanovii,0,701,103
Wheat bran,Staphylococcus equorum,0,1321,148
Flavonoids 7,Mycobacterium tuberculosis,0,739,113
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",Coagulase- negative staphylococci,0,197,49
Telekin,Citrobacter freundii,0,1253,43
K4-S4,Streptococcus mutans,1,851,155
Lys-a1,Shewanella oneidensis,0,910,137
C6-HSL,Serratia liquefaciens,1,507,135
Isosilybin A,Thermus thermophilus ,0,845,169
Furanone 56,Burkholderia thailandensis,0,752,32
Siamycin I,Citrobacter freundii,0,1191,43
Dichloromethane,Pseudomonas putida,0,673,130
"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",Acinetobacter nosocomialis,0,263,3
"L-744,832",Candida albicans,1,865,34
4-Methoxycarbonylphenylboronic acid,Vibrio anguillarum,1,335,173
"Dihydroxybenzoic Acid (3,4-DHBA)",Pseudomonas aeruginosa,0,681,125
Salicylic Acid,Stenotrophomonas maltophilia,0,1180,151
7-chloroquinolin-4-ol,Candida parapsilosis,0,402,39
TZD-C8,Pseudomonas aeruginosa,1,1241,125
C4-HSL,Serratia liquefaciens,1,506,135
Tyrosol,Candida glabrata,1,1295,36
Djenkolic acid,Vibrio cholerae,0,689,175
Gatifloxacin,Haemophilus influenzae,0,776,78
(2Z)-N-hexyl-2-hydroxy-3-[4-(trifluoromethyl)phenyl]prop-2-enamide,Staphylococcus aureus,1,68,141
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",Klebsiella planticola,0,968,98
Tipranavir,Klebsiella planticola,0,1276,98
Ritonavir,Human immunodeficiency virus 1,1,1158,92
Chlorpromazine,Proteus vulgaris,0,578,122
Vitexin,Streptococcus gordonii,0,1318,153
Azithromycin,Enteric bacteria and other eubacteria ,1,456,60
D/L-Aspartate,Staphylococcus aureus,1,646,141
Menthol,Hepatitis B virus F,0,925,84
3-Methyl-D-phenylalanine,Candida albicans,0,288,34
Thimerosal,Morganella morganii,0,1267,109
Sorbitol,Arthrobacter sp. ,1,1210,14
4-bromo-5-(dibromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,Salmonella enterica,1,347,133
prop-2-ene-1-SO-thioperoxol,Acinetobacter oleiovorans,0,1387,4
Coumarin,Listeria ivanovii,0,616,103
4-tertiary butyl benzyl dodecyl beta-maltoside,Streptococcus salivarius,0,361,161
"(1R,2S,7R,8R)-2,18-diacetoxyasperdiol",Mycobacterium leprae,0,7,111
SQ109,Mycobacterium tuberculosis,1,1178,113
Pro-Gly,Pseudomonas aeruginosa,1,1114,125
Phylloseptin-1,Listeria monocytogenes serotype 4a,0,1098,105
3-Hydroxytyrosine,Hafnia paralvei,0,284,80
"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Hafnia alvei,0,155,79
2-(5-Chloro-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,Escherichia coli,1,210,69
"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Kocuria rhizophila,0,203,101
3-Fluoro-DL-phenylalanine,Micrococcus luteus,0,282,108
LL13-37,Serratia liquefaciens,0,889,135
Copper sulfate,Staphylococcus epidermidis,1,614,146
Cefditoren,Serratia marcescens,0,544,136
SP1,Raoultella ornithinolytica,0,1177,131
Ginger oil,Staphylococcus aureus,1,781,141
11(R)-hydroxy-12(20)-en-knightal,Aspergillus niger,0,147,16
1-(pyrazin-2-yl)ethan-1-one,Streptomyces gordonii,0,129,165
"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Aeromonas sobria,0,153,10
4-(2-methybutyryl)-4H-tomentosin,Human parainfluenza virus type 2,0,313,93
Cefixime,Streptococcus mutans,1,547,155
Penicillenol A1,Vibrio vulnificus,0,1074,178
Pefloxacin,Hepatitis C Virus ,0,1070,85
"(2E)-1-(3 ,4 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Aspergillus fumigatus,0,25,15
Rifampicin,Hafnia alvei,0,1154,79
7-hydroxyindole,Staphylococcus cohnii,0,406,145
Myxinidin2,Actinoplanes missouriensis,0,957,8
Ampicillin,Thermus thermophilus,0,437,168
2-(2-(2-Chloroacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,Pseudomonas putida,0,186,130
Rifabutin,Bacteroides uniformis,0,1152,25
D/L-Aspartate,Candida dubliniensis,0,646,35
Malabaricone C,Pseudomonas aeruginosa,1,921,125
Benzylpenicillin,Aeromonas hydrophila,0,481,9
Lanthanum chloride,Halomonas pacifica,0,893,81
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(3-oxohexanamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Streptococcus sanguinis,0,62,162
