drug_id,drug_name,microbe_id,microbe_name,label
692,Elemental silver,39,Candida parapsilosis,0
556,Cefpiramide,112,Pantoea agglomerans,0
804,Hydnocarpin D,137,Staphylococcus aureus,1
632,D-Leucine,2,Acinetobacter baumannii,0
428,Aloe-emodin,139,Staphylococcus caprae,0
1227,Syringic acid,43,Citrobacter freundii,0
1023,Norspermidine,67,Escherichia coli,1
536,Cefacetrile,67,Escherichia coli,1
1259,Tigecycline,137,Staphylococcus aureus,1
292,3-bromo-5-methoxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,21,Bacillus subtilis,1
112,(furan-2-yl)methyl (2E)-3-phenylprop-2-enoate,34,Candida albicans,1
1316,Zinc oxide,137,Staphylococcus aureus,1
1167,SMAP-29,119,Providencia stuartii,0
892,Lfcin,121,Pseudomonas aeruginosa,1
98,(RW)4D,79,Helicobacter pylori,0
297,3-geranyl-1-(2-methylpropanoyl)phloroglucinol,137,Staphylococcus aureus,1
737,Flucloxacillin,143,Staphylococcus epidermis,0
1009,Netilmicin,13,Aquifex aeolicus,0
23,"(2E)-1-(2 ,5 -dimethoxyphenyl)-3-[2,5-dimethyl-1-(3-trifluoromethyl-phenyl)-1H-pirrol-3-yl]-2-propen-1-one",64,Enterococcus faecalis,1
94,(R)-2-amino-3-cyclopentylpropanoic acid,56,Eggerthella lenta,0
18,"(2E)-1-(1,3-benzodioxol-5-yl)-3-[5-(2-nitro-phenyl)-furan-2-yl]-2-propen-1-one",142,Staphylococcus epidermidis,1
161,14-Glycinyl andrographolide hydrochloride,68,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0
942,Mustard oil,137,Staphylococcus aureus,1
1026,"O-(2,6-Dichlorobenzyl)-D-tyrosine",137,Staphylococcus aureus,1
713,Esomeprazole,55,Edwardsiella tarda,0
566,Cephaloglycin,20,Bacillus licheniformis,1
979,N-Ethylacetanilide,121,Pseudomonas aeruginosa,1
570,Chelerythrine,142,Staphylococcus epidermidis,1
345,4-bromo-5-(bromomethylene)-3-butyl-2(5H)- furanone,21,Bacillus subtilis,1
557,Cefpodoxime,67,Escherichia coli,1
225,2-amino-3-(2-nitrophenyl)propanoic acid,74,Geobacillus kaustophilus,0
384,5-fluoroindole,121,Pseudomonas aeruginosa,1
29,(2E)-1-(5-clorotiophen-2-yl)-3-(3-methoxy-4-benzyloxi-phenyl)-2-propen-1-one,121,Pseudomonas aeruginosa,1
67,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-octanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate",121,Pseudomonas aeruginosa,1
348,4-bromo-5-(dibromomethylene)-3-ethyl-2(5H)-furanone,55,Edwardsiella tarda,0
697,Enalapril,21,Bacillus subtilis,1
545,Cefepime,146,Staphylococcus saprophyticus,0
464,Bacalin hydrate,28,Burkholderia cenocepacia,1
228,2-amino-3-(4-methylbenzenesulfinyl)propanoic acid,7,Actinomyces oris,1
860,L-Aspartate,146,Staphylococcus saprophyticus,1
693,Ellagic Acid,46,Clostridium pasteurianum,0
850,KT2,67,Escherichia coli,1
41,"(2R)-2-amino-3-(2,3-dihydro-1H-inden-2-yl)propanoic acid",50,Cronobacter sakazakii,0
1117,Pyrvinium pamoate,42,Chromobacterium violaceum,0
388,6-Amino Penicillinic acid,117,Proteus mirabilis,1
1337,cis-2-dodecenoic acid,125,Pseudomonas libaniensis,0
1188,Silver sulfadiazine,137,Staphylococcus aureus,1
690,Econazole nitrate,34,Candida albicans,1
443,Apigenin,67,Escherichia coli,1
732,Flavone,147,Stenotrophomonas maltophilia,0
192,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",43,Citrobacter freundii,0
913,Magainin-I,102,Lysinibacillus sphaericus,0
1080,Phenobarbitone,34,Candida albicans,1
703,Epicatechin-3-gallate,65,Enterococcus faecium,0
1184,Silver dihydrogen citrate,2,Acinetobacter baumannii,0
1323,alpha-Longipinene,34,Candida albicans,1
1101,Polysorbate 80,82,Hepatitis C Virus,0
884,LL7-37,121,Pseudomonas aeruginosa,1
882,LL-37,104,Micrococcus luteus,0
555,Cefoxitin,164,Thermus thermophilus,0
657,Delphinidin,100,Listeria monocytogenes,0
554,Cefotiam,144,Staphylococcus equorum,0
524,Carbonyl cyanide m-chlorophenylhydrazone,67,Escherichia coli,1
1064,Penciclovir,86,Human herpesvirus 4,0
826,Indole-7-carboxylic acid,121,Pseudomonas aeruginosa,1
286,3-Methoxy-D-Phenylalanine,84,Human herpesvirus 1,0
577,Chromate,109,Mycobacterium tuberculosis,0
349,4-bromoaniline,45,Clostridium leptum,0
613,Coumarin-3-carboxylic acid,113,Pichia anomala,0
841,Isothiocyanate,121,Pseudomonas aeruginosa,1
117,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",159,Streptococcus sanguis,0
1292,Vancomycin,141,Staphylococcus cohnii,1
175,"2,4-Dimethylphenylalanine",143,Staphylococcus epidermis,1
453,Avermectin B1a,34,Candida albicans,1
1095,Pivampicillin,104,Micrococcus luteus,0
711,Esculin,121,Pseudomonas aeruginosa,1
396,6-MO-LF11-322,28,Burkholderia cenocepacia,0
559,Ceftazidime,119,Providencia stuartii,1
871,L-pipecolic acid,38,Candida krusei,0
741,Fosamprenavir,89,Human immunodeficiency virus 1,1
470,Bedaquiline,151,Streptococcus mutans,0
1106,Prolificin A,137,Staphylococcus aureus,1
84,"(5Z)-2-(1,1-dichloropropyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",89,Human immunodeficiency virus 1,0
632,D-Leucine,143,Staphylococcus epidermis,1
87,(5Z)-4-Bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone,111,Obesumbacterium proteus,0
973,N-(4-hydroxy-2-methylphenyl)-3-oxododecanamide,11,Aggregatibacter actinomycetemcomitans,0
889,Lemon,113,Pichia anomala,1
40,(2E)-N-[3-(1H-indol-3-yl)propyl]-3-phenylprop-2-enamide,56,Eggerthella lenta,0
912,Macromomycin B,159,Streptococcus sanguis,0
1357,meta-toluidine,121,Pseudomonas aeruginosa,1
836,Isoniazid,109,Mycobacterium tuberculosis,1
1363,"octane-1,8-diamine",138,Staphylococcus capitis,0
221,2-Methoxy-4-propylphenol,67,Escherichia coli,1
1078,Peptide 1037,121,Pseudomonas aeruginosa,1
435,Amoxicillin,100,Listeria monocytogenes,1
436,Amphotericin B,34,Candida albicans,1
54,(2S)-2-amino-3-(tert-butylsulfanyl)propanoic acid,117,Proteus mirabilis,0
183,2-(2-(2-Azidoacetamido)-5-methylphenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,102,Lysinibacillus sphaericus,0
790,Heptadecanoic acid,121,Pseudomonas aeruginosa,1
1085,Phloretin,137,Staphylococcus aureus,1
174,"2,4-Difluorophenylalanine",157,Streptococcus salivarius,0
282,3-Fluoro-DL-phenylalanine,143,Staphylococcus epidermis,1
11,(1Z)-(prop-2-en-1-ylidene)-lambda4-sulfanyliumolate,82,Hepatitis C Virus,0
1262,Tioconazole,140,Staphylococcus chromogenes,0
1124,Quinupristin,67,Escherichia coli,1
110,"(Z)-5-decylidenethiazolidine-2,4-dione",124,Pseudomonas japonica,0
827,Indolicidin,159,Streptococcus sanguis,0
238,2-bromohexanoic acid,28,Burkholderia cenocepacia,0
798,Hinokitiol,72,Fusarium solani,0
533,Cathelicidin,11,Aggregatibacter actinomycetemcomitans,1
543,Cefazolin,25,Bacteroides uniformis,0
977,N-Acetylcysteine,108,Mycobacterium smegmatis,1
370,5-(dibromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,42,Chromobacterium violaceum,0
876,LF11-324,96,Klebsiella variicola,0
839,Isosilybin A,48,Coagulase- negative staphylococci,0
1133,RT2,67,Escherichia coli,1
1060,Paromomycin,117,Proteus mirabilis,0
1257,Thymol,67,Escherichia coli,1
1170,Sage oil,137,Staphylococcus aureus,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1
433,Aminosalicylic Acid,163,Streptomyces sp.,0
857,L-2-Bromophenylalanine,95,Klebsiella pneumoniae,0
1191,Simeprevir,88,Human immunodeficiency virus,0
1366,para-Benzoquinone,30,Burkholderia multivorans,1
644,DJK5,2,Acinetobacter baumannii,1
755,Furvina,47,Clostridium perfringens,0
757,Fusidic acid,137,Staphylococcus aureus,1
386,"5-octyl-1,3-thiazolidine-2,4-dione",34,Candida albicans,1
336,4-Methoxychalcone,110,Neisseria gonorrhoeae,0
993,NA12,34,Candida albicans,1
256,"3,5-Difluoro-dl-phenylalanine",53,Desulfovibrio africanus,0
879,LL-19,31,Burkholderia pseudomallei,1
977,N-Acetylcysteine,116,Propionibacterium acnes,1
1322,alpha-Humulene,34,Candida albicans,1
576,Chlorpromazine,150,Streptococcus mitis,0
174,"2,4-Difluorophenylalanine",143,Staphylococcus epidermis,1
298,3-hexyl-4-bromo-5-methylene-2(5H)-furanone,129,Salmonella enterica,1
1258,Ticarcillin,104,Micrococcus luteus,0
456,Azithromycin,67,Escherichia coli,1
666,Dibenzyl disulphide,77,Hafnia paralvei,0
278,3-Bromophenylalanine,146,Staphylococcus saprophyticus,0
122,"1-(3,5-dinitrophenyl)ethan-1-one",142,Staphylococcus epidermidis,0
283,3-Hydroxyphenylalanine,137,Staphylococcus aureus,1
1162,S-methyl- L-cysteine,151,Streptococcus mutans,1
617,Cyclacillin,47,Clostridium perfringens,1
1142,Ribavirin,162,Streptomyces rubiginosus,0
865,L-Phenylalanine-L-Lysine,129,Salmonella enterica,0
412,"9-hydroxy-2-propyl-4H-pyrido[1,2-a]pyrimidin-4-one",115,Porphyromonas gingivalis,1
1190,Silybin,14,Arthrobacter sp.,0
442,Anthranilate,57,Eikenella corrodens,0
419,Acetycholine,34,Candida albicans,1
1268,Toremifene,63,Enterobacteria phage T4,0
165,16P-AC,142,Staphylococcus epidermidis,1
445,Arbekacin,21,Bacillus subtilis,0
360,4-tertiary butyl benzyl decyl beta-maltoside,121,Pseudomonas aeruginosa,1
532,Catechin gallate,57,Eikenella corrodens,1
180,"2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-yl (2E)-3-phenylprop-2-enoate",34,Candida albicans,1
296,3-geranyl-1-(2-methylbutanoyl)phloroglucinol,142,Staphylococcus epidermidis,1
742,Fosaphenytoin,34,Candida albicans,1
338,4-Methylphenylalanine,161,Streptomyces gordonii,0
1039,Olive oil,67,Escherichia coli,0
224,2-Nitro-cinnamaldehyde,170,Vibrio cholerae,1
1043,Oseltamivir,16,Aspergillus niger,0
529,Carvacrol,42,Chromobacterium violaceum,1
1366,para-Benzoquinone,151,Streptococcus mutans,0
1088,Phosphorylserine,30,Burkholderia multivorans,0
863,L-Phenylalanine,120,Pseudoalteromonas sp.,1
332,"4-Hydroxy-2,5-dimethyl-3(2H)-furanone",121,Pseudomonas aeruginosa,1
253,"3,4-Dichloro-cinnamaldehyde",75,Haemophilus influenzae,0
164,16P,116,Propionibacterium acnes,0
869,L-fucose cluster,20,Bacillus licheniformis,0
1366,para-Benzoquinone,111,Obesumbacterium proteus,0
384,5-fluoroindole,14,Arthrobacter sp.,0
185,2-(2-(2-Azidoacetamido)phenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,95,Klebsiella pneumoniae,0
815,Imazalil,34,Candida albicans,1
680,Diphenyl methane,137,Staphylococcus aureus,1
7,"(1R,2S,7R,8R)-2,18-diacetoxyasperdiol",121,Pseudomonas aeruginosa,1
90,(E)-Chalcone,16,Aspergillus niger,0
729,Ferric chloride,84,Human herpesvirus 1,0
1121,Quinine,24,Bacteroides fragilis,0
1246,Tert-butanol,34,Candida albicans,1
340,"4-Phenyl-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)butanamide",121,Pseudomonas aeruginosa,1
1009,Netilmicin,58,Enteric bacteria and other eubacteria,1
883,LL13-37,121,Pseudomonas aeruginosa,1
846,KABT-AMP,41,Candida tropicalis,1
756,Fusidic Acid,166,Trueperella pyogenes,0
1270,Triclosan,47,Clostridium perfringens,0
972,N-(4-Pyridinyl)butanamide,121,Pseudomonas aeruginosa,1
729,Ferric chloride,95,Klebsiella pneumoniae,1
808,IDR-1018,75,Haemophilus influenzae,0
756,Fusidic Acid,164,Thermus thermophilus,1
156,"13-(2-chloroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1
824,Indole-3-acetic acid,106,Mycobacterium avium,0
1342,cyclo(Trp-Ser),99,Listeria ivanovii,0
968,"N-(4,5-Dihydro-1,3-thiazol-2-yl)butanamide",121,Pseudomonas aeruginosa,1
642,DASamP1,137,Staphylococcus aureus,1
220,2-Hydroxychalcone,3,Acinetobacter nosocomialis,0
1065,Penicillenol A1,121,Pseudomonas aeruginosa,1
940,Mucobromic acid,125,Pseudomonas libaniensis,0
184,2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1
319,4-Benzoylphenylalanine,115,Porphyromonas gingivalis,0
996,NRC-16,43,Citrobacter freundii,0
857,L-2-Bromophenylalanine,166,Trueperella pyogenes,0
832,Isoconazole,70,Firmicutes,0
977,N-Acetylcysteine,49,Corynebacterium ammoniagenes,1
644,DJK5,113,Pichia anomala,0
1357,meta-toluidine,91,Human respiratory syncytial virus B,0
442,Anthranilate,33,Campylobacter jejuni,0
84,"(5Z)-2-(1,1-dichloropropyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",137,Staphylococcus aureus,1
1073,Pentagalloylglucose,164,Thermus thermophilus,0
657,Delphinidin,15,Aspergillus fumigatus,0
155,"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",22,Bacteroides,0
1269,Tricaine,121,Pseudomonas aeruginosa,1
984,"N1-(7-chloroquinolin-4-yl)dodecane-1,12-diamine",132,Serratia marcescens,1
980,N-Nonanoyl-cyclopentylamide,132,Serratia marcescens,1
913,Magainin-I,99,Listeria ivanovii,1
755,Furvina,13,Aquifex aeolicus,0
1211,Sulbactam,168,Vibrio anguillarum,0
859,"L-744,832",34,Candida albicans,1
246,"3,3-Diphenyl-D-alanine",2,Acinetobacter baumannii,0
93,(R)-2-amino-3-cyclohexylpropanoic acid,127,Raoultella ornithinolytica,0
1159,S-OSIP108,34,Candida albicans,1
253,"3,4-Dichloro-cinnamaldehyde",41,Candida tropicalis,0
1373,sorivudine,22,Bacteroides,1
1341,cov-GL13K,5,Acinetobacter sp.,0
704,Epigallocatechin,158,Streptococcus sanguinis,0
797,Hexyl gallate,151,Streptococcus mutans,1
388,6-Amino Penicillinic acid,95,Klebsiella pneumoniae,1
584,Cinnamic Acid,104,Micrococcus luteus,0
887,Lanthanum chloride,123,Pseudomonas fluorescens,1
65,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-decanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate",63,Enterobacteria phage T4,0
1367,para-anisidine,121,Pseudomonas aeruginosa,1
1233,Tangerine oil,3,Acinetobacter nosocomialis,0
1265,Tobramycin,147,Stenotrophomonas maltophilia,1
167,2(5H)-furanone,9,Aeromonas hydrophila,1
825,Indole-3-carboxyaldehyde,170,Vibrio cholerae,1
477,Benzocaine,12,Amycolatopsis orientalis,0
721,Eugenol,137,Staphylococcus aureus,1
317,4-Acetamido-D-phenylalanine,69,Eubacterium ramulus,0
307,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",109,Mycobacterium tuberculosis,0
601,Clove oil,151,Streptococcus mutans,1
173,"2,4-Dichlorophenylalanine",5,Acinetobacter sp.,0
946,Myristoyl-DL-carnitine,136,Staphlococcus aureus,0
1374,trans-2-Nonenal,170,Vibrio cholerae,1
427,Aloe Vera Gel,6,Actinobacillus actinomycetemcomitans,1
490,BisEDT-RIP,142,Staphylococcus epidermidis,1
1107,Propanol,34,Candida albicans,1
788,Hamamelitannin,121,Pseudomonas aeruginosa,1
891,Levofloxacin,75,Haemophilus influenzae,1
1295,Vanillylacetone,168,Vibrio anguillarum,0
433,Aminosalicylic Acid,109,Mycobacterium tuberculosis,1
1335,cat-AGE-RK1,137,Staphylococcus aureus,1
615,Curcumin,132,Serratia marcescens,1
1171,Salicylic Acid,76,Hafnia alvei,0
100,(Z)-3-bromo-5-(bromomethylene) furan-2(5H)-one,142,Staphylococcus epidermidis,1
110,"(Z)-5-decylidenethiazolidine-2,4-dione",125,Pseudomonas libaniensis,0
868,L-cysteic acid,159,Streptococcus sanguis,1
659,Dephnetin,67,Escherichia coli,1
80,"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-[(3-methoxyphenyl)methylidene]-1,3-oxazolidin-4-one",137,Staphylococcus aureus,1
643,DD13,121,Pseudomonas aeruginosa,0
787,HE4,9,Aeromonas hydrophila,0
867,L-carnosine,50,Cronobacter sakazakii,0
103,(Z)-4-bromo-5-(bromomethylene)-3-(1-bromohexyl)-2(5H)-furanone,83,Hepatitis C virus,0
991,NA-CATH-ATRA1-ATRA1,137,Staphylococcus aureus,1
1024,Novobiocin,101,Listeria monocytogenes serotype 4a,0
677,Dimethyl Sulfoxide,89,Human immunodeficiency virus 1,0
1127,R-Thanatin,142,Staphylococcus epidermidis,1
184,2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,57,Eikenella corrodens,0
788,Hamamelitannin,138,Staphylococcus capitis,1
381,5-Hydroxy-4-[(4-methylphenyl)sulfonyl]-3-chloro-2(5H)-furanone,21,Bacillus subtilis,1
1094,Piperacillin-Tazobactam,10,Aeromonas sobria,0
1164,S-phenyl-L-cysteine sulfoxide,73,Gardnerella vaginalis,0
310,"4 alpha, 5 alpha-epoxy-10 alpha, 14H-1-epi-inuviscolide",34,Candida albicans,1
636,D-Tryptophan,48,Coagulase- negative staphylococci,0
80,"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-[(3-methoxyphenyl)methylidene]-1,3-oxazolidin-4-one",40,Candida spp.,0
274,3-(Aminomethyl)-D-phenylalanine,35,Candida dubliniensis,0
808,IDR-1018,2,Acinetobacter baumannii,1
954,N -(5-bromo-2-hydroxy-benzylidene)benzohydrazide,142,Staphylococcus epidermidis,1
568,Ch Dhvar5 ads,94,Klebsiella planticola,0
541,Cefamandole,24,Bacteroides fragilis,1
1210,Sucrose,33,Campylobacter jejuni,1
49,(2R)-2-amino-5-(1-nitrocarbamimidamido)pentanoic acid,88,Human immunodeficiency virus,0
1078,Peptide 1037,100,Listeria monocytogenes,1
648,Dalbavancin,68,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0
153,"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",173,Vibrio vulnificus,0
1076,Peppermint oil,26,Bacteroides vulgatus,0
1266,Tobramycin-bismuth-ethanedithiol,155,Streptococcus pneumoniae serotype 4,0
681,Dirithromycin,58,Enteric bacteria and other eubacteria,1
452,Autoinducer-2,142,Staphylococcus epidermidis,1
1346,den-SB056,142,Staphylococcus epidermidis,1
1173,Sanguinarine,11,Aggregatibacter actinomycetemcomitans,0
949,Myxinidin1,100,Listeria monocytogenes,1
882,LL-37,32,Burkholderia thailandensis,1
236,"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",71,Francisella novicida,0
537,Cefaclor,172,Vibrio parahaemolyticus,0
1332,beta-Defensin-3,51,Cryptococcus neoformans,1
124,1-(4-chlorophenyl)-3-m-tolyurea,8,Actinoplanes missouriensis,0
274,3-(Aminomethyl)-D-phenylalanine,34,Candida albicans,0
837,Isopropanol,34,Candida albicans,1
525,Carboxymethyl chitosan,80,Hepatitis B virus D,0
1007,Neomycin,67,Escherichia coli,1
812,IMB-2,55,Edwardsiella tarda,0
953,N -(4-trifluoromethyl-benzylidene)benzohydrazide,38,Candida krusei,0
190,2-(2-Thienylsulfonyl)ethanethioamide,168,Vibrio anguillarum,1
221,2-Methoxy-4-propylphenol,73,Gardnerella vaginalis,0
441,Anthraflavic acid,86,Human herpesvirus 4,0
902,Luteolin,67,Escherichia coli,1
719,Ethylenediametetraacetic acid,163,Streptomyces sp.,0
1161,S-ethyl-L-cysteine,2,Acinetobacter baumannii,0
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1
1319,Zotepine,34,Candida albicans,1
203,"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1
729,Ferric chloride,105,Morganella morganii,0
1237,Tea tree oil,130,Schistosoma,0
746,Furanone,121,Pseudomonas aeruginosa,1
1233,Tangerine oil,137,Staphylococcus aureus,1
35,(2E)-3-(4-Hydroxy-3-methoxyphenyl)-1-phenyl-2-propen-1-one,117,Proteus mirabilis,0
597,Clioquinol,136,Staphlococcus aureus,0
1067,Penicillenol B1,121,Pseudomonas aeruginosa,1
978,N-Decanoyl cyclopentylamide,121,Pseudomonas aeruginosa,1
395,6-MO-LF11-227,38,Candida krusei,0
1202,Spermine,93,Influenza B virus,0
872,L-tryptophan,173,Vibrio vulnificus,1
1123,Quinolin-8-ol,126,Pseudomonas putida,0
487,Bifonazole,34,Candida albicans,1
553,Cefotetan,154,Streptococcus pneumoniae,1
28,(2E)-1-(4 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,142,Staphylococcus epidermidis,1
974,"N-(5-Methyl-1,2-oxazol-3-yl)butanamide",121,Pseudomonas aeruginosa,1
587,Cinoxacin,45,Clostridium leptum,0
1176,Scrambled LL-37,11,Aggregatibacter actinomycetemcomitans,1
195,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1
894,Linalool,113,Pichia anomala,1
424,Albendazole,81,Hepatitis B virus F,0
1270,Triclosan,18,Bacillus anthracis,1
1369,para-ethylaniline,91,Human respiratory syncytial virus B,0
210,2-(5-Chloro-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,67,Escherichia coli,1
953,N -(4-trifluoromethyl-benzylidene)benzohydrazide,142,Staphylococcus epidermidis,1
672,Dicyclohexylamine,31,Burkholderia pseudomallei,1
963,"N-(1,3-Thiazol-2-yl)butanamide",17,Bacillus amyloliquefaciens,0
998,Na-Propionate,137,Staphylococcus aureus,1
177,"2,5-bis(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",160,Streptococcus sobrinus,0
284,3-Hydroxytyrosine,27,Baker's yeast,0
275,3-(Trifluoromethyl)phenylalanine,137,Staphylococcus aureus,1
1132,RNAIII-inhibiting Peptide,142,Staphylococcus epidermidis,1
606,Colistin,109,Mycobacterium tuberculosis,1
1215,Sulfadiazine,105,Morganella morganii,0
402,7-chloroquinolin-4-ol,132,Serratia marcescens,1
995,NA8H,34,Candida albicans,1
607,Colistin sodium methanesulfonate,53,Desulfovibrio africanus,0
214,"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",72,Fusarium solani,0
627,D-Aspartic acid,137,Staphylococcus aureus,1
1017,Nobiletin,20,Bacillus licheniformis,0
692,Elemental silver,132,Serratia marcescens,0
314,"4-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-yl)aniline",88,Human immunodeficiency virus,0
108,(Z)-5-(bromomethylene)-3-(hydroxymethyl]thiophen-2(5H)- one,146,Staphylococcus saprophyticus,0
182,2-(2-(2-Azidoacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,127,Raoultella ornithinolytica,0
711,Esculin,30,Burkholderia multivorans,0
969,N-(4-Bromobenzylidene)benzohydrazide,121,Pseudomonas aeruginosa,1
666,Dibenzyl disulphide,128,Salmonella Typhi,0
853,Kaurenoic acid,166,Trueperella pyogenes,0
1074,Pentamethoxyflavone,171,Vibrio harveyi,1
940,Mucobromic acid,167,Varicella-zoster virus,0
896,Lipoic acid,121,Pseudomonas aeruginosa,1
513,CSP-C16,149,Streptococcus gordonii,1
279,3-Carbamoylphenylalanine,143,Staphylococcus epidermis,1
204,"2-(4-Chlorophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",142,Staphylococcus epidermidis,0
1304,Voriconazole,34,Candida albicans,1
787,HE4,137,Staphylococcus aureus,1
515,Cadmium Ion,88,Human immunodeficiency virus,0
890,Lemon oil,141,Staphylococcus cohnii,0
728,Fenclonine,143,Staphylococcus epidermis,1
473,Benzathine benzylpenicillin,27,Baker's yeast,0
519,Calcium chloride,123,Pseudomonas fluorescens,1
1052,PG-1,51,Cryptococcus neoformans,1
370,5-(dibromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,129,Salmonella enterica,1
507,C6-HSL,10,Aeromonas sobria,1
1310,Zanamivir,93,Influenza B virus,1
372,5-(dibromomethylene)-3-ethyl-2(5H)-furanone,159,Streptococcus sanguis,0
1378,trans-Stillbene,137,Staphylococcus aureus,1
547,Cefmenoxime,107,Mycobacterium leprae,0
281,3-Chlorotyrosine,108,Mycobacterium smegmatis,0
1039,Olive oil,137,Staphylococcus aureus,1
477,Benzocaine,7,Actinomyces oris,0
284,3-Hydroxytyrosine,137,Staphylococcus aureus,1
505,C16G2,149,Streptococcus gordonii,1
1118,Quercetin,51,Cryptococcus neoformans,0
467,Bactenecin,14,Arthrobacter sp.,0
442,Anthranilate,161,Streptomyces gordonii,0
457,Azlocillin,85,Human herpesvirus 3,0
585,Cinnamic acid,6,Actinobacillus actinomycetemcomitans,0
41,"(2R)-2-amino-3-(2,3-dihydro-1H-inden-2-yl)propanoic acid",143,Staphylococcus epidermis,1
738,Fluconazole,17,Bacillus amyloliquefaciens,0
1313,Zinc,135,Sphingomonas sp. Ibu-2,0
486,Bevirimat,129,Salmonella enterica,0
1040,Olmesartran,36,Candida glabrata,0
1310,Zanamivir,116,Propionibacterium acnes,0
508,C8-HSL,113,Pichia anomala,0
1329,beta-6-20-G3K6,142,Staphylococcus epidermidis,1
1148,Rimantadine,92,Influenza A virus,1
1276,Trimethyl(3-{4-[3-(trimethylphosphaniumyl)propoxy]phenoxy}propyl)phosphanium dibromide,21,Bacillus subtilis,0
1100,Polymyxin B,147,Stenotrophomonas maltophilia,1
463,Bac8C,151,Streptococcus mutans,1
576,Chlorpromazine,67,Escherichia coli,1
476,Benzethonium chloride,100,Listeria monocytogenes,0
349,4-bromoaniline,121,Pseudomonas aeruginosa,1
875,LF11-322,121,Pseudomonas aeruginosa,1
529,Carvacrol,137,Staphylococcus aureus,1
