drug_id,drug_name,microbe_id,microbe_name,label,strain_count,pubmed_count
97,(RW)4-NH2,67,Escherichia coli,1,1,1
98,(RW)4D,67,Escherichia coli,1,1,1
99,(Z)-3-(bromomethylene) isobenzofuran-1(3H)-one,142,Staphylococcus epidermidis,1,1,1
100,(Z)-3-bromo-5-(bromomethylene) furan-2(5H)-one,142,Staphylococcus epidermidis,1,1,1
101,(Z)-4-bromo-5-(bromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,129,Salmonella enterica,1,1,1
102,(Z)-4-bromo-5-(bromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,129,Salmonella enterica,1,1,1
103,(Z)-4-bromo-5-(bromomethylene)-3-(1-bromohexyl)-2(5H)-furanone,129,Salmonella enterica,1,1,1
104,(Z)-4-bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone,129,Salmonella enterica,1,1,1
105,(Z)-4-bromo-5-(bromomethylene)-3-ethyl-2(5H)-furanone,129,Salmonella enterica,1,1,1
106,(Z)-4-bromo-5-(bromomethylene)-3-hexyl-2(5H)-furanone,129,Salmonella enterica,1,1,1
107,(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one,121,Pseudomonas aeruginosa,1,1,1
108,(Z)-5-(bromomethylene)-3-(hydroxymethyl]thiophen-2(5H)- one,142,Staphylococcus epidermidis,1,1,1
109,(Z)-5-(chloromethylene) furan-2(5H)-one,142,Staphylococcus epidermidis,1,1,1
110,"(Z)-5-decylidenethiazolidine-2,4-dione",116,Propionibacterium acnes,1,1,1
111,"(Z)-5-octylidenethiazolidine-2,4-dione",116,Propionibacterium acnes,1,1,1
112,(furan-2-yl)methyl (2E)-3-phenylprop-2-enoate,34,Candida albicans,1,1,1
113,"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde",2,Acinetobacter baumannii,1,1,1
113,"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde",121,Pseudomonas aeruginosa,1,1,1
114,"1,2,3,4-Tetrahydroisoquinoline-3-carboxylic acid",143,Staphylococcus epidermis,1,1,1
115,"1,3-bis[3-chloro-5-(1,3-dichloropropane-2-yloxy)-2(5H)-furanone-4-ylsulfonyl]propane",21,Bacillus subtilis,1,1,1
116,"1,3-dim-tolyurea",151,Streptococcus mutans,1,4,1
117,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",21,Bacillus subtilis,1,1,1
117,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",104,Micrococcus luteus,1,1,1
117,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",137,Staphylococcus aureus,1,2,1
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",21,Bacillus subtilis,1,1,1
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",104,Micrococcus luteus,1,1,1
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",137,Staphylococcus aureus,1,2,1
119,"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl (2E)-3-phenylprop-2-enoate",34,Candida albicans,1,1,1
120,"1-(2-Chloroacetyl)-5-methylindoline-2,3-dione",67,Escherichia coli,1,1,1
120,"1-(2-Chloroacetyl)-5-methylindoline-2,3-dione",121,Pseudomonas aeruginosa,1,1,1
121,"1-(2-Chloroacetyl)indoline-2,3-dione",67,Escherichia coli,1,1,1
121,"1-(2-Chloroacetyl)indoline-2,3-dione",121,Pseudomonas aeruginosa,1,1,1
122,"1-(3,5-dinitrophenyl)ethan-1-one",121,Pseudomonas aeruginosa,1,1,1
123,1-(4-amino-2-hydroxyphenyl)ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
124,1-(4-chlorophenyl)-3-m-tolyurea,151,Streptococcus mutans,1,2,1
125,1-(4-chlorophenyl)-3-p-tolyurea,151,Streptococcus mutans,1,3,1
126,1-(4-methoxyphenyl)-3-m-tolyurea,151,Streptococcus mutans,1,4,1
127,1-(4-methoxyphenyl)-3-p-tolyurea,151,Streptococcus mutans,1,3,1
128,1-(6-aminopyridin-3-yl)ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
129,1-(pyrazin-2-yl)ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
130,1-(pyridin-4-yl)ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1,1,1
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1,1,1
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",137,Staphylococcus aureus,1,1,1
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1,1,1
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",151,Streptococcus mutans,1,1,1
132,"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1,1,1
132,"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1,1,1
132,"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone",137,Staphylococcus aureus,1,1,1
132,"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1,1,1
132,"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone",151,Streptococcus mutans,1,1,1
133,"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1,1,1
133,"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1,1,1
133,"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",137,Staphylococcus aureus,1,1,1
133,"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1,1,1
133,"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",151,Streptococcus mutans,1,1,1
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1,1,1
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1,1,1
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",137,Staphylococcus aureus,1,1,1
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1,1,1
134,"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",151,Streptococcus mutans,1,1,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",64,Enterococcus faecalis,1,1,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1,1,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",137,Staphylococcus aureus,1,1,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",142,Staphylococcus epidermidis,1,1,1
135,"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",151,Streptococcus mutans,1,1,1
136,1-mesityl-3(4-nitrophenyl)urea,151,Streptococcus mutans,1,2,1
137,1-methanesulfonyl-4-methylbenzene,121,Pseudomonas aeruginosa,1,1,1
138,1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,7,Actinomyces oris,1,1,1
138,1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,151,Streptococcus mutans,1,1,1
138,1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,159,Streptococcus sanguis,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,21,Bacillus subtilis,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,67,Escherichia coli,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,94,Klebsiella planticola,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,104,Micrococcus luteus,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,137,Staphylococcus aureus,1,2,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,21,Bacillus subtilis,1,1,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,67,Escherichia coli,1,1,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,94,Klebsiella planticola,1,1,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,104,Micrococcus luteus,1,1,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
140,1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,137,Staphylococcus aureus,1,2,1
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,21,Bacillus subtilis,1,1,1
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,67,Escherichia coli,1,1,1
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,104,Micrococcus luteus,1,1,1
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,137,Staphylococcus aureus,1,2,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",21,Bacillus subtilis,1,1,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",67,Escherichia coli,1,1,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",94,Klebsiella planticola,1,1,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",104,Micrococcus luteus,1,1,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",121,Pseudomonas aeruginosa,1,1,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",137,Staphylococcus aureus,1,2,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,21,Bacillus subtilis,1,1,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,67,Escherichia coli,1,1,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,94,Klebsiella planticola,1,1,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,104,Micrococcus luteus,1,1,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
143,1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,137,Staphylococcus aureus,1,2,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",21,Bacillus subtilis,1,1,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",67,Escherichia coli,1,1,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",94,Klebsiella planticola,1,1,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",104,Micrococcus luteus,1,1,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",121,Pseudomonas aeruginosa,1,1,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",137,Staphylococcus aureus,1,2,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,21,Bacillus subtilis,1,1,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,67,Escherichia coli,1,1,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,94,Klebsiella planticola,1,1,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,104,Micrococcus luteus,1,1,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,121,Pseudomonas aeruginosa,1,1,1
145,1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,137,Staphylococcus aureus,1,2,1
146,1010cys,121,Pseudomonas aeruginosa,1,1,1
147,11(R)-hydroxy-12(20)-en-knightal,121,Pseudomonas aeruginosa,1,1,1
147,11(R)-hydroxy-12(20)-en-knightal,137,Staphylococcus aureus,1,1,1
147,11(R)-hydroxy-12(20)-en-knightal,171,Vibrio harveyi,1,1,1
148,11(R)-hydroxy-12(20)-en-knightol acetate,121,Pseudomonas aeruginosa,1,1,1
148,11(R)-hydroxy-12(20)-en-knightol acetate,137,Staphylococcus aureus,1,1,1
148,11(R)-hydroxy-12(20)-en-knightol acetate,171,Vibrio harveyi,1,1,1
149,12-hydroxy decyl beta-maltose,121,Pseudomonas aeruginosa,1,1,1
150,12-methyltetradecanoic acid,121,Pseudomonas aeruginosa,1,1,1
151,"13-(2-chloro-6-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,4aH,6H,11H,13H,13aH-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
151,"13-(2-chloro-6-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,4aH,6H,11H,13H,13aH-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
152,"13-(2-chloro-6-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
152,"13-(2-chloro-6-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
153,"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
153,"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
154,"13-(2-chloro-7-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
154,"13-(2-chloro-7-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
155,"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
155,"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
156,"13-(2-chloroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
156,"13-(2-chloroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
157,13-methyltetradecanoic acid,121,Pseudomonas aeruginosa,1,1,1
158,"13-{7-methoxy-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
158,"13-{7-methoxy-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
159,"13-{8-methoxy-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
159,"13-{8-methoxy-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
160,"14,15,29,30-Tetrahydro-5H,20H-dibenzo[h,s]bis([1,2,3]triazolo)[5,1-c:5_,1_-n][1,4,7,12,15,18]hexaazacyclodocosine-6,12,13,21,27,28(7H,22H)-hexaone",121,Pseudomonas aeruginosa,1,1,1
161,14-Glycinyl andrographolide hydrochloride,121,Pseudomonas aeruginosa,1,1,1
162,14-alpha-lipoyl andrographolide,121,Pseudomonas aeruginosa,1,1,1
163,"14-dehydroxy-11,12-didehydroandrographolide- 3,19-bis(succinic acid) potasium sodium salt",121,Pseudomonas aeruginosa,1,1,1
164,16P,137,Staphylococcus aureus,1,2,1
164,16P,142,Staphylococcus epidermidis,1,2,1
165,16P-AC,137,Staphylococcus aureus,1,2,1
165,16P-AC,142,Staphylococcus epidermidis,1,2,1
166,17-Deacetyl norgestimate,137,Staphylococcus aureus,1,8,1
166,17-Deacetyl norgestimate,142,Staphylococcus epidermidis,1,2,1
167,2(5H)-furanone,9,Aeromonas hydrophila,1,1,1
167,2(5H)-furanone,76,Hafnia alvei,1,2,1
168,"2,2 -Dipyridyl",121,Pseudomonas aeruginosa,1,5,1
168,"2,2 -Dipyridyl",137,Staphylococcus aureus,1,2,1
169,"2,3,4,5,6-Pentafluoro-L-phenylalanine",137,Staphylococcus aureus,1,1,1
169,"2,3,4,5,6-Pentafluoro-L-phenylalanine",143,Staphylococcus epidermis,1,1,1
170,"2,3-Dehydrosilybin",137,Staphylococcus aureus,1,1,1
171,"2,3-dihydroxybenzoic acid",137,Staphylococcus aureus,1,1,1
172,"2,4,5-Trifluorophenylalanine",137,Staphylococcus aureus,1,1,1
172,"2,4,5-Trifluorophenylalanine",143,Staphylococcus epidermis,1,1,1
173,"2,4-Dichlorophenylalanine",143,Staphylococcus epidermis,1,1,1
174,"2,4-Difluorophenylalanine",137,Staphylococcus aureus,1,1,1
174,"2,4-Difluorophenylalanine",143,Staphylococcus epidermis,1,1,1
175,"2,4-Dimethylphenylalanine",137,Staphylococcus aureus,1,2,1
175,"2,4-Dimethylphenylalanine",143,Staphylococcus epidermis,1,1,1
176,"2,4-Dinitro-D-phenylalanine",143,Staphylococcus epidermis,1,1,1
177,"2,5-bis(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
177,"2,5-bis(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
177,"2,5-bis(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
178,2- geranyloxy-1-(2-methylbutanoyl)phloroglucinol,137,Staphylococcus aureus,1,2,1
178,2- geranyloxy-1-(2-methylbutanoyl)phloroglucinol,142,Staphylococcus epidermidis,1,1,1
179,"2-((3,4-dichlorophenyl)sulfonyl)-4-(1H-tetrazol-1-yl)pyrimidine",121,Pseudomonas aeruginosa,1,1,1
180,"2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-yl (2E)-3-phenylprop-2-enoate",34,Candida albicans,1,1,1
181,2-(2-(2-Azidoacetamido)-5-bromophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
182,2-(2-(2-Azidoacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
183,2-(2-(2-Azidoacetamido)-5-methylphenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
184,2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,67,Escherichia coli,1,1,1
184,2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
185,2-(2-(2-Azidoacetamido)phenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
186,2-(2-(2-Chloroacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,67,Escherichia coli,1,1,1
186,2-(2-(2-Chloroacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
187,2-(2-(2-Chloroacetamido)-5-methylphenyl)-2-oxo-N-( prop-2-yn- 1-yl)acetamide,67,Escherichia coli,1,1,1
187,2-(2-(2-Chloroacetamido)-5-methylphenyl)-2-oxo-N-( prop-2-yn- 1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
188,2-(2-(2-Chloroacetamido)-5-nitrophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,67,Escherichia coli,1,1,1
189,2-(2-(2-Chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl )acetamide,67,Escherichia coli,1,1,1
189,2-(2-(2-Chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl )acetamide,121,Pseudomonas aeruginosa,1,1,1
190,2-(2-Thienylsulfonyl)ethanethioamide,168,Vibrio anguillarum,1,1,1
190,2-(2-Thienylsulfonyl)ethanethioamide,173,Vibrio vulnificus,1,1,1
191,"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
191,"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
191,"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
192,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
192,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
192,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
