Drug,Microbe,Label,Drug_ID,Microbe_ID
Benzbromarone,Staphylococcus equorum,0,474,148
2-amino-6-chlorobenzoic acid,Lysinibacillus sphaericus,0,233,106
Curcumin,Aeromonas hydrophila,1,619,9
Darunavir,Enterobacter cloacae,0,658,63
6-MO-LF11-215,Obesumbacterium proteus,0,394,115
(2E)-1-(5-clorotiophen-2-yl)-3-(3-methoxy-4-benzyloxi-phenyl)-2-propen-1-one,Staphylococcus equorum,0,29,148
2-Nitro-cinnamaldehyde,Staphylococcus haemolyticus,0,224,149
S-propyl-L-cysteine,Candida tropicalis,0,1174,41
Flavonoids 3,Vibrio harveyi,1,738,176
2-(Trifluoromethyl)-D-phenylalanine,Hepatitis C virus,0,212,86
Imazalil,Shewanella oneidensis,0,821,137
"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide",Candida glabrata,0,1292,36
Dapsone,Mycobacterium leprae,1,656,111
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,272,141
4-bromo-5-(dibromomethylene)-3-ethyl-2(5H)-furanone,Bacillus cereus,0,348,19
5-bromomethylene-2 (5H)-furanone,Serratia liquefaciens,1,382,135
Sulfisoxazole,Escherichia coli,1,1236,69
Ampicillin,Streptococcus pneumoniae,1,437,158
M8-33,Klebsiella pneumoniae,0,912,99
dF21-10K,Candida tropicalis,1,1360,41
cis-Stillbene,Desulfovibrio africanus,0,1354,54
Dibenzyl disulphide,Bacillus subtilis,0,671,21
6-Aminoflavone,Pseudomonas fluorescens,0,389,127
Virginiamycin M1,Vibrio parahaemolyticus,0,1314,177
GW 5074,Eikenella corrodens,0,767,58
Zinc Dichloride,Staphylococcus equorum,0,1329,148
Enoxacin,Haemophilus influenzae,1,704,78
LF11-227,Pseudomonas aeruginosa,1,880,125
Ciprofloxacin,Haemophilus influenzae,1,590,78
Enoxacin,Haemophilus influenzae,1,704,78
4-methoxy-cinnamaldehyde,Human herpesvirus 3,0,357,88
G H12,Plasmodium falciparum,0,763,118
Chrysophanol,Pseudomonas libaniensis,0,581,129
Thonzonium bromide,Kocuria rhizophila,0,1269,101
DJK5,Klebsiella pneumoniae,1,649,99
Titanium dioxide,Aquifex aeolicus,0,1278,13
Cerulenin,Escherichia coli,1,568,69
Gatifloxacin,Streptococcus pneumoniae serotype 4,1,776,159
Tipranavir ,Human immunodeficiency virus,1,1277,91
"(R)-2,3-Diaminopropanoic acid",Hepatitis C Virus ,0,91,85
alpha-Longipinene,Candida albicans,1,1338,34
"7-fluoroindoline-2,3-dione",Enterobacter cancerogenus,0,404,62
Oxyresveratrol,Streptococcus mutans,0,1055,155
Myricetin,Human herpesvirus 5,0,950,90
Trovafloxacin,Haemophilus influenzae,1,1294,78
Hetacillin,Streptococcus pneumoniae,1,800,158
PTP-7,Bacillus anthracis,0,1062,18
Clindamycin,Propionibacterium acnes,1,599,120
Tipranavir ,Human immunodeficiency virus,1,1277,91
Ciprofloxacin ,Raoultella ornithinolytica,0,592,131
"5-decyl-1,3-thiazolidine-2,4-dione",Listeria monocytogenes serotype 4a,0,383,105
Pyrvinium pamoate,Bacillus anthracis,0,1126,18
Glucose,Vibrio harveyi,0,783,176
Enoxacin,Haemophilus influenzae,1,704,78
Atazanavir,Human immunodeficiency virus 1,1,449,92
"Benzenesul-fonamide,4-amino-N-methyl-N-[3-(3,4,7,8-tetrahydro-2,4-dioxo-2H-thiopyrano[4,3-d]pyrimidin-1(5H)-yl)propyl",Acinetobacter baumannii,1,475,2
Zinc oxide,Staphylococcus aureus,1,1331,141
A-3,Human herpesvirus 4,0,413,89
Indirubin,Pseudomonas aeruginosa,1,825,125
3-geranyl-1-(2-methylbutanoyl)phloroglucinol,Staphylococcus aureus,1,296,141
trans-Stillbene,Pseudomonas putida,0,1393,130
Furanone-3,Aspergillus fumigatus,0,756,15
trans-2-Pentenal,Varicella-zoster virus,0,1390,172
ZnO nanoparticles,Pseudomonas aeruginosa,1,1333,125
Cefotiam,Vibrio cholerae,0,555,175
Lactoferricin B,Aspergillus fumigatus,1,891,15
N-(4-Morpholinyl)butanamide,Thermus thermophilus,0,978,168
Esculin,Pseudomonas aeruginosa,1,716,125
Lys-a1,Streptococcus mutans,1,910,155
Oxytetracycline,Acinetobacter nosocomialis,0,1056,3
2-Carbamoylphenylalanine,Porphyromonas gingivalis,0,215,119
LL-31,Pseudomonas putida,0,887,130
3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,270,141
Thonzonium bromide,Plasmodium falciparum,0,1269,118
(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one,Staphlococcus aureus,0,107,140
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus epidermidis,1,272,146
1-(4-amino-2-hydroxyphenyl)ethan-1-one,Plasmodium falciparum,0,123,118
"L-744,832",Thermus thermophilus,0,865,168
Cefpiramide,Pseudomonas aeruginosa,1,557,125
N-(4-Hydroxyphenyl)butanamide,Bacillus amyloliquefaciens,0,977,17
2-bromooctanoic acid,Pseudomonas aeruginosa,1,239,125
Ofloxacin,Haemophilus influenzae,1,1044,78
5-fluorooxiindole,Pantoea agglomerans,0,385,116
Ferric chloride,Aggregatibacter actinomycetemcomitans,0,734,11
Lomefloxacin,Haemophilus influenzae,1,904,78
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",Raoultella ornithinolytica,0,968,131
"3,5-Difluoro-dl-phenylalanine",Citrobacter freundii,0,256,43
Cefpiramide,Human immunodeficiency virus 1,0,557,92
Hinokitiol,Candida tropicalis,1,804,41
3-Chloro-5-[(2-chloroethoxy)]-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,Burkholderia thailandensis,0,280,32
Kaempherol,Staphylococcus aureus,1,857,141
1-(4-methoxyphenyl)-3-p-tolyurea,Acinetobacter oleiovorans,0,127,4
Rimantadine,Influenza A virus ,1,1157,95
"N-(4,5-Dihydro-1,3-thiazol-2-yl)butanamide",Bacillus amyloliquefaciens,0,975,17
Dezocine,Haemophilus influenzae,1,666,78
Cloxacillin,Listeria monocytogenes,1,606,104
CWR11,Pseudomonas aeruginosa,1,514,125
Vitamin E,Enterococcus gallinarum,0,1317,68
5-Fluorouracil,Pseudomonas aeruginosa,1,380,125
16P-AC,Staphylococcus epidermidis,1,165,146
GW 5074,Vibrio cholerae,0,767,175
D-2-aminoadipic acid,Burkholderia pseudomallei,0,628,31
phys-GL13K,Porphyromonas gingivalis,1,1386,119
3-Methoxychalcone,Desulfovibrio africanus,0,287,54
Linalool,Acinetobacter baumannii,1,900,2
FS8,Human herpesvirus 5,0,730,90
Erythromycin,Escherichia coli ,1,713,70
4-bromoaniline,Enterobacteria phage T4,0,349,65
Flavonoids 3,Arthrobacter sp. ,0,738,14
Zeaxanthin,Streptomyces rubiginosus,0,1326,166
Clofazimine,Bacillus anthracis,0,602,18
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-6-methoxy-quinolin-3-yl)-2-propen-1-one",Streptococcus mutans,1,19,155
Fosfomycin,Escherichia coli,1,748,69
Nitazoxanide ,Desulfovibrio africanus,1,1021,54
S-methyl- L-cysteine,Streptococcus gordonii,0,1171,153
(1Z)-ethylidene-lambda4-sulfanyliumolate,Enterococcus faecium,0,12,67
Glipizide,Burkholderia cepacia,0,782,29
N-(4-Pyridinyl)butanamide,Staphylococcus chromogenes,0,979,144
S-propyl-L-cysteine,Listeria monocytogenes,0,1174,104
Moxifloxacin,Haemophilus influenzae,1,945,78
NaCl,Marinobacter hydrocarbonoclasticus,0,1007,107
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",Influenza A virus ,0,968,95
Netilmicin,Listeria monocytogenes,0,1016,104
SP1,Staphylococcus aureus,1,1177,141
RNAIII-inhibiting Peptide,Enteric bacteria and other eubacteria ,0,1141,60
Nelfinavir,Streptococcus pneumoniae serotype 4,0,1011,159
"N-(4,5-Dihydro-1,3-thiazol-2-yl)butanamide",Aspergillus fumigatus,0,975,15
Mustard oil,Staphylococcus aureus,1,949,141
M8-33,Streptococcus sanguinis,1,912,162
4-methanesulfonylaniline,Pseudomonas aeruginosa,1,356,125
Indole,Burkholderia cenocepacia,1,827,28
Atazanavir,Human immunodeficiency virus 1,1,449,92
"(2E)-1-(3 ,4 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Enterococcus faecalis,1,25,66
4-Hydroxychalcone,Haemophilus influenzae,1,333,78
Sulfacetamide,Actinobacillus actinomycetemcomitans,0,1222,6
Gatifloxacin,Streptococcus pneumoniae serotype 4,1,776,159
Sodium ascorbate,Staphylococcus saprophyticus,0,1208,150
4-bromo-5-(bromomethylene)-3-(1-acetoxybutyl)-2(5H)-furanone,Hepatitis C virus,0,343,86
16P-AC,Burkholderia cepacia,0,165,29
prop-2-ene-1-SO-thioperoxol,Streptococcus mutans,1,1387,155
Zanamivir,Influenza A virus ,1,1325,95
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",Staphylococcus aureus,1,198,141
S-(2-thiazoyl)-L-cysteine,Micrococcus luteus,0,1165,108
"D, L- K6L9",Pseudomonas aeruginosa,1,626,125
Cefalotin,Streptococcus pneumoniae,1,540,158
Tea tree oil,Dihydropteroate synthase type-1,0,1249,55
Penicillenol B2,Vibrio harveyi,0,1077,176
5-(dibromomethylene)-3-ethyl-2(5H)-furanone,Trichophyton mentagrophytes,0,372,170
epsilon-viniferin,Mycobacterium tuberculosis,0,1365,113
Isoriccardin C,Baker's yeast,0,844,27
Tangerine oil,Lactobacillus fermenti,0,1244,102
Cephalexin,Streptococcus pneumoniae,1,566,158
Pivmecillinam,Arthrobacter sp. ,0,1105,14
Pyrimethamine,Plasmodium falciparum,1,1123,118
2-(5-Bromo-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,Aspergillus niger,0,209,16
Linalool,Enterobacter cloacae,0,900,63
Holothuroidin 1,Bacteroides vulgatus,0,806,26
Linezolid,Enteric bacteria and other eubacteria,1,901,59
Siamycin I,Citrobacter freundii,0,1191,43
Cefotaxime,Streptococcus pneumoniae,1,553,158
"(2-(4-chlorophenyl)- 4-{[(6-methyl-2-pyridinyl)amino]methylene}-1,3-oxazol- 5(4H)-one)",Mycobacterium avium,0,13,110
"3,4-Dichloro-5-[(1,3-dichloropropan-2-yloxy)]-2(5H)-furanone",Pseudomonas putida,0,251,130
3-hydroxychalcone,Haemophilus influenzae,1,300,78
dF17-6K,Pichia anomala,0,1359,117
"(5Z)-2-(1,1-dichloropropyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Aeromonas hydrophila,0,84,9
2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,Enteric bacteria and other eubacteria ,0,229,60
Zanamivir,Influenza A virus ,1,1325,95
Gemifloxacin,Haemophilus influenzae,1,777,78
Pivampicillin,Clostridium perfringens ,1,1104,48
"4-Hydroxy-2,5-dimethyl-3(2H)-furanone",Staphylococcus epidermidis,0,332,146
Amikacin,Proteus vulgaris,1,430,122
BMAP-27,Human parainfluenza virus type 2,0,460,93
Ethyl acetate,Streptococcus pyogenes,0,721,160
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",Pseudomonas aeruginosa,1,968,125
Oseltamivir,Influenza A virus ,1,1051,95
Sorbitol,Human herpesvirus 3,0,1210,88
6-hydroxyflavone,Escherichia coli,1,398,69
1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,Escherichia coli,1,145,69
S-methyl- L-cysteine,Streptococcus mutans,1,1171,155
Anthranilate,Burkholderia thailandensis,0,442,32
"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",Bacillus amyloliquefaciens,0,236,17
beta-Pinene,Staphylococcus chromogenes,0,1348,144
S-carboxylmethyl-L-cysteine,Arthrobacter sp. ,0,1169,14
7-methylindole,Clostridium bacilli,0,408,44
MUC7 12-mer-D,Aquifex aeolicus,0,914,13
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,276,141
Lomefloxacin,Haemophilus influenzae,1,904,78
4-Methoxycarbonylphenylboronic acid,Vibrio vulnificus,1,335,178
4-Benzoylphenylalanine,Vibrio harveyi,0,319,176
Indole,Escherichia coli,1,827,69
M8G2,Clostridium perfringens,0,913,47
Hinokitiol,Candida albicans,1,804,34
2-Cyano-D-phenylalanine,Staphylococcus epidermis,1,217,147
Bromohexylmaleic anhydride,Enterococcus gallinarum,0,494,68
Enoxacin,Haemophilus influenzae,1,704,78
Patulin,Achromobacter xylosoxidans,1,1069,1
Meropenem,Escherichia coli,1,927,69
Rutin,Pseudomonas aeruginosa,1,1163,125
Phloretin,Raoultella ornithinolytica,0,1094,131
Tet-26,Streptococcus pyogenes,0,1262,160
Bis[(4-methylphenyl)methyl] disulfide,Pseudomonas aeruginosa,1,491,125
Azidocillin,Streptococcus pneumoniae,1,455,158
n-Methyl-D-valine,Human respiratory syncytial virus B,0,1375,94
Bifonazole,Listeria monocytogenes serotype 4a,0,487,105
Umbelliferone,Pseudomonas putida,0,1298,130
Gallium Nitrate,Streptococcus pyogenes,0,770,160
Atovaquone,Plasmodium falciparum,1,450,118
"Triethyl[3-({33-[2-(triethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(triethylazaniumyl)propoxy]hexacyclo[21.2.2.2.2.2.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide",Pantoea agglomerans,0,1287,116
3-(4-Pyridinyl)alanine,Yersinia enterocolitica,0,271,179
Irinotecan,Escherichia coli,1,835,69
Ciprofloxacin,Haemophilus influenzae,1,590,78
Furanone C-30,Pseudomonas aeruginosa,1,753,125
SQ109,Pseudoalteromonas sp.,0,1178,124
2-(Aminomethyl)-L-phenylalanine,Staphylococcus capitis,0,211,142
Benzathine Benzylpenicillin,Listeria monocytogenes,1,472,104
RI-19,Human immunodeficiency virus 1,0,1137,92
Amikacin,Morganella morganii,1,430,109
Cefpiramide,Pseudomonas aeruginosa,1,557,125
Azithromycin,Mycobacterium avium,1,456,110
Zanamivir,Influenza A virus ,1,1325,95
Hinokitiol,Chromobacterium violaceum,0,804,42
cyclophosphamide,Bacteroides uniformis,0,1358,25
Darunavir,Human immunodeficiency virus,1,658,91
"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudoalteromonas sp.,0,153,124
"N 3-(2-thienylcarbonyl)-4-bromo-1,5-dimethyl-1H-pyrazole-3-carbohydrazide",Fusarium solani,0,964,75
Cecropin (1-7)-melittin A (2-9) amide,Bacillus amyloliquefaciens,0,534,17
(2E)-N-[3-(1H-indol-3-yl)propyl]-3-phenylprop-2-enamide,Candida albicans,1,40,34
Tobramycin,Escherichia coli,1,1279,69
L-Aspartate,Staphylococcus chromogenes,1,866,144
Furanone-3,Eubacterium ramulus,0,756,72
FS8,Streptococcus sanguinis,0,730,162
BisEDT-RIP,Human herpesvirus 1 ,0,490,87
Silver nanowires,Streptomyces gordonii,0,1195,165
Ssp (A4K-A11K),Human herpesvirus 1 ,0,1212,87
Amantadine,Influenza A virus ,1,429,95
"(1R,2S,7R,8R)-2,18-diacetoxyasperdiol",Vibrio harveyi,1,7,176
3-geranyl-1-(2-methylbutanoyl)phloroglucinol,Baker's yeast,0,296,27
Penicillenol A1,Bacteroides fragilis,0,1074,24
Farnesol,Staphylococcus epidermidis,1,732,146
Aciclovir,Varicella-zoster virus,1,420,172
Pefloxacin ,Haemophilus influenzae,1,1071,78
Isosilybin A,Streptococcus sobrinus,0,845,164
Epigallocatechin Gallate,Burkholderia cenocepacia,1,710,28
Tipranavir,Human immunodeficiency virus 1,1,1276,92
Quinupristin,Enteric bacteria and other eubacteria,1,1133,59
Sulfathiazole,Plasmodium falciparum,1,1235,118
"2,4,5-Trifluorophenylalanine",Burkholderia cenocepacia,0,172,28
(2E)-1-[4 -(1H-imidazol-1-yl)phenyl]-3-(2-naphthyl)-2-propen-1-one,Enterococcus faecalis,1,30,66
Autoinducer-2,Human herpesvirus 1 ,0,452,87
"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",Streptococcus mutans,1,207,155
Ethylenediametetraacetic acid,Listeria monocytogenes,1,724,104
Cefaclor,Clostridium perfringens ,1,537,48
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)octanamide",Enterococcus faecium,0,969,67
Indole,Vibrio campbellii,1,827,174
Di-MB-LF11-322,Streptococcus pyogenes,0,668,160
Cefoxitin,Streptococcus pneumoniae,1,556,158
Quinupristin,Shigella flexneri,1,1133,138
Heptamethoxyflavone,Escherichia coli,1,797,69
P60.4Ac,Streptomyces gordonii,0,1059,165
para-toluidine,Staphylococcus aureus,0,1385,141
Dalbavancin,Staphylococcus aureus,1,653,141
"N-(1,3-benzothiazol-2-yl)butanamide",Klebsiella pneumoniae,0,971,99
Azlocillin,Acinetobacter oleiovorans,0,457,4
4-Chloro-2-fluoro-DL-phenylalanine,Burkholderia cenocepacia,0,323,28
4-Hydroxychalcone,Haemophilus influenzae,1,333,78
"N1-[7-(trifluoromethyl)quinolin-4-yl]ethane-1,2-diamine",Streptomyces rubiginosus,0,995,166
"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",Staphylococcus epidermidis,1,236,146
Quinupristin,Escherichia coli ,1,1133,70
Magainin-I,Bacillus amyloliquefaciens,0,919,17
Cathelicidin,Pseudomonas aeruginosa,1,533,125
Biphenyl,Francisella novicida,0,488,74
Efavirenz,Klebsiella planticola,0,696,98
Pefloxacin ,Haemophilus influenzae,1,1071,78
L-Canavanine,Burkholderia cenocepacia,1,867,28
Nevirapine,Human immunodeficiency virus 1,1,1017,92
Benzathine benzylpenicillin,Kocuria rhizophila,0,473,101
"(2E)-1-(1,3-benzodioxol-5-yl)-3-(2-chloro-quinolin-3-yl)-2-propen-1-one",Streptococcus pneumoniae serotype 4,0,17,159
Voriconazole,Acinetobacter baumannii,0,1319,2
Djenkolic acid,Streptococcus mutans,1,689,155
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Pseudomonas aeruginosa,1,272,125
Di-MB-LF11-215,Edwardsiella tarda,0,667,56
Posaconazole,Candida albicans,1,1111,34
3-(2-Thienyl)-D-alanine,Staphylococcus epidermis,1,267,147
5-Fluorouracil,Pseudomonas aeruginosa,1,380,125
Gemifloxacin,Haemophilus influenzae,1,777,78
Moxifloxacin,Haemophilus influenzae,1,945,78
Isoniazid ,Francisella novicida,0,842,74
Autoinducer-2,Streptomyces sp. ,0,452,167
Enoxacin,Haemophilus influenzae,1,704,78
11(R)-hydroxy-12(20)-en-knightal,Sphingomonas sp. Ibu-2,0,147,139
Indinavir,Human immunodeficiency virus,1,824,91
Enoxacin,Haemophilus influenzae,1,704,78
D-tert-Leucine,Helicobacter pylori ,0,645,82
Tazobactam ,Escherichia coli,1,1248,69
Ellagic Acid,Clostridium perfringens ,0,698,48
4-Chlorochalcone,Haemophilus influenzae,1,324,78
sorivudine,Burkholderia cepacia,0,1388,29
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,272,141
hLF1-11,Candida parapsilosis,0,1367,39
Glycomonoterpenes (G-citral),Pseudomonas chlororaphis,0,785,126
Silybin,Acinetobacter sp.,0,1199,5
"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,191,125
Zinc oxide,Mycobacterium leprae,0,1331,111
(1Z)-(prop-2-en-1-ylidene)-lambda4-sulfanyliumolate,Streptococcus mutans,1,11,155
Phenanthrene,Streptococcus pneumoniae serotype 4,0,1088,159
BisEDT-RIP,Staphylococcus epidermidis,1,490,146
L-tryptophan,Pseudomonas aeruginosa,1,878,125
Cefoxitin,Escherichia coli,1,556,69
Streptomycin,Coagulase- negative staphylococci,0,1216,49
Linalool,Trichophyton mentagrophytes,0,900,170
17-Deacetyl norgestimate,Edwardsiella tarda,0,166,56
Oseltamivir,Influenza A virus ,1,1051,95
DJK6,Salmonella enterica,1,650,133
Methacycline,Enteric bacteria and other eubacteria,1,929,59
Posaconazole,Candida albicans,1,1111,34
"(2-(4-chlorophenyl)- 4-{[(6-methyl-2-pyridinyl)amino]methylene}-1,3-oxazol- 5(4H)-one)",Staphylococcus saprophyticus,0,13,150
"3,4-Dichlorophenylalanine",Enterobacter cloacae,0,254,63
Sulfadoxine,Plasmodium falciparum,1,1226,118
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,Salmonella enterica,1,102,133
Hexachlorophene,Neisseria gonorrhoeae,0,801,114
Fusidic Acid,Escherichia coli,1,761,69
Tobramycin,Escherichia coli,1,1279,69
Methacycline,Yersinia enterocolitica,0,929,179
"N1-[7-(trifluoromethyl)quinolin-4-yl]octane-1,8-diamine",Serratia marcescens,1,996,136
4-Fluoro-2-methyl-D-phenylalanine,Marinobacter hydrocarbonoclasticus,0,329,107
3-(2-Naphthyl)-D-alanine,Staphylococcus aureus,1,264,141
(2R)-2-amino-3-(thiophene-2-sulfinyl)propanoic acid,Enterococcus faecium,0,44,67
2-amino-6-fluorobenzoic acid,Burkholderia multivorans,1,234,30
Tigecycline,Vibrio cholerae,0,1272,175
prop-2-ene-1-SO-thioperoxol,Acinetobacter oleiovorans,0,1387,4
Glycomonoterpenes (G-citral),Serratia marcescens,0,785,136
17-Deacetyl norgestimate,Staphylococcus epidermidis,1,166,146
Enoxacin,Haemophilus influenzae,1,704,78
Cefpiramide,Pseudomonas aeruginosa,1,557,125
Gallocatechin gallate,Eikenella corrodens,1,773,58
Epigallocatechin Gallate,Serratia marcescens,1,710,136
Cerulenin,Escherichia coli,1,568,69
Olive oil,Staphylococcus aureus,1,1047,141
"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Candida albicans,1,250,34
Imperatorin,Escherichia coli,1,823,69
Eugenol,Escherichia coli,1,726,69
ZnO nanoparticles,Chromobacterium violaceum,0,1333,42
Methacycline,Enteric bacteria and other eubacteria,1,929,59
Fusidic acid,Pantoea agglomerans,0,762,116
Glycinamide hydrochloride,Bacteroides eggerthii,0,784,23
C12HSL,Streptococcus oralis,0,503,156
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Enterococcus faecium,1,273,67
D-Cystine,Staphylococcus aureus,1,634,141
Stearic acid,Micrococcus luteus,0,1214,108
Sulfisoxazole,Enterobacter ludwigi,0,1236,64
epsilon-viniferin,Pseudomonas aeruginosa,1,1365,125
TZD-C8,Pseudomonas aeruginosa,1,1241,125
Diphenyl methane,Eggerthella lenta,0,685,57
phys-GL13K,Arthrobacter sp. ,0,1386,14
Fenclonine,Candida parapsilosis,0,733,39
Rhein,Staphylococcus capitis,0,1149,142
Cynarin,Streptomyces rubiginosus,0,625,166
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-(trifluoromethyl)phenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyltriacetate",Influenza B virus ,0,57,97
3-tetradecanoylthiotetronic,Influenza B virus ,0,305,97
Ellagic Acid,Varicella-zoster virus,0,698,172
Phloretin,Staphylococcus aureus,1,1094,141
L-cysteic acid,Streptococcus sanguis,1,874,163
LL-37,Burkholderia thailandensis,1,888,32
Phenoxymethylpenicillin,Streptococcus pneumoniae serotype 4,0,1091,159
Benzoylperoxide,Propionibacterium acnes,1,479,120
Tyrphostin AG1478,Human parainfluenza virus type 2,0,1297,93
Tangerine oil,Mycobacterium leprae,0,1244,111
Aciclovir,Desulfovibrio africanus,0,420,54
Erythromycin,Escherichia coli ,1,713,70
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Enterococcus faecium,1,272,67
3-(4-Pyridinyl)alanine,Morganella morganii,0,271,109
Rimantadine,Influenza A virus ,1,1157,95
Cefoxitin,Staphylococcus aureus,1,556,141
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-butyramidotetrahydro-2H-pyran-2,4,5-triyl triacetate",Kocuria rhizophila,0,64,101
Sulfisoxazole ,Streptococcus pyogenes,0,1237,160
Ivalin,Klebsiella pneumoniae,0,849,99
"5-Chloro-1-(2-chloroacetyl)indoline-2,3-dione",Pseudomonas aeruginosa,1,377,125
LL-37,Aggregatibacter actinomycetemcomitans,1,888,11
(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one,Vibrio harveyi,0,107,176
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one",Pseudomonas aeruginosa,1,88,125
Cycloserine,Escherichia coli,1,623,69
Cefalonium,Listeria monocytogenes,1,539,104
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromoethyl)-2(5H)-furanone,Yersinia enterocolitica,0,102,179
2(5H)-furanone,Actinoplanes missouriensis,0,167,8
Epigallocatechin Gallate,Staphylococcus epidermidis,1,710,146
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",Staphylococcus aureus,1,193,141
"N1-(7-chloroquinolin-4-yl)octane-1,8-diamine",Listeria monocytogenes serotype 4a,0,993,105
Dibenzyl sulphide,Streptococcus sanguis,1,672,163
N-(2-Pyrimidinyl)butanamide,Pseudomonas aeruginosa,1,973,125
2-(5-Bromo-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,Pseudomonas aeruginosa,1,209,125
Octadecyl gallate,Streptococcus mutans,1,1041,155
N-Decanoyl cyclopentylamide,Streptococcus sanguinis,0,985,162
knightine,Vibrio harveyi,1,1369,176
Lamivudine,Micrococcus luteus,0,892,108
SMAP-29,Clostridium pasteurianum,0,1176,46
2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,Actinobacillus actinomycetemcomitans,0,229,6
5-Fluorouracil,Pseudomonas aeruginosa,1,380,125
Amantadine,Influenza A virus ,1,429,95
Cefaclor,Streptococcus sanguinis,0,537,162
Erythritol,Haemophilus influenzae,0,712,78
