Drug,Microbe,Label,Drug_ID,Microbe_ID
Rosoxacin,Escherichia coli,1,1160,69
Indirubin,Pseudomonas aeruginosa,1,825,125
Cathelicidin,Aquifex aeolicus,0,533,13
Clary sage,Serratia marcescens,0,596,136
Diphenyl disulphide,Streptococcus mutans,1,684,155
"Dihydroxybenzoic Acid (2,4-DHBA)",Streptococcus pneumoniae serotype 4,0,680,159
Dezocine,Candida spp.,0,666,40
"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,191,125
Latamoxef,Raoultella ornithinolytica,0,894,131
NRC-16,Pseudomonas aeruginosa,1,1003,125
Tet-26,Corynebacterium ammoniagenes,0,1262,50
Demeclocycline,Escherichia coli,1,663,69
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",Staphylococcus aureus,1,195,141
Avibactam,Escherichia coli,1,454,69
S-(2-Aminoethyl)-L-cysteine hydrochloride,Streptococcus gordonii,0,1164,153
4-bromo-5-(dibromomethylene)-3-(1-acetoxyoethyl)-2(5H)-furanone,Salmonella enterica,1,346,133
Tipranavir ,Human immunodeficiency virus,1,1277,91
(2R)-2-amino-3-(benzenesulfinyl)propanoic acid,Acinetobacter baumannii,0,43,2
Copper sulfate,Enterobacter ludwigi,0,614,64
Fluconazole,Bacillus licheniformis,0,743,20
Nerolidol,Klebsiella pneumoniae,0,1015,99
Zinc Nitrate,Bacteroides uniformis,0,1330,25
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-fluorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Actinoplanes missouriensis,0,60,8
Dichloromethane,Staphylococcus chromogenes,0,673,144
Aciclovir,Desulfovibrio africanus,0,420,54
Kanamycin,Enteric bacteria and other eubacteria,1,858,59
Phosphate,Pantoea agglomerans,0,1096,116
"(2R)-2-amino-3-(2,3-dihydro-1H-inden-2-yl)propanoic acid",Staphylococcus aureus,1,41,141
Elliptophenone A,Staphylococcus aureus,1,699,141
D-Histidine,Staphylococcus aureus,1,635,141
Decanediol,Propionibacterium acnes,1,659,120
"3,5-dimethylaniline",Pseudomonas aeruginosa,1,260,125
"Dihydroxybenzoic Acid (2,3-DHBA)",Enterococcus faecium,0,679,67
knightine,Staphylococcus aureus,1,1369,141
Azlocillin,Clostridium perfringens ,1,457,48
Sulfadoxine,Plasmodium falciparum,1,1226,118
Rifalazil,Baker's yeast,0,1153,27
L-cysteic acid,Streptococcus sanguis,1,874,163
Hinokitiol,Pseudomonas aeruginosa,0,804,125
Ivalin,Klebsiella pneumoniae,0,849,99
Sulfalene,Enteric bacteria and other eubacteria ,0,1227,60
Azithromycin,Aspergillus fumigatus,0,456,15
Curcumin,Aeromonas hydrophila,1,619,9
BisEDT-RIP,Clostridium perfringens ,0,490,48
3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus epidermidis,1,270,146
Menthol,Aeromonas hydrophila,1,925,9
S-propyl-L-cysteine,Listeria monocytogenes,0,1174,104
Benzathine benzylpenicillin,Neisseria gonorrhoeae,1,473,114
Methyl gallate,Staphylococcus aureus,1,933,141
L-Aspartate,Streptomyces sp. ,0,866,167
Cecropin B,Staphylococcus epidermidis,0,535,146
Niclosamide,Bacteroides eggerthii,0,1019,23
Arbekacin,Escherichia coli,1,445,69
Pro-Gly,Pseudomonas aeruginosa,1,1114,125
Vidarabine,Human herpesvirus 1 ,1,1312,87
Meropenem,Pseudomonas aeruginosa,1,927,125
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",Streptomyces gordonii,0,135,165
1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,Dihydropteroate synthase type-1,0,145,55
2(5H)-furanone,Streptococcus mitis,0,167,154
Penicillenol A2,Candida albicans,1,1075,34
cat-AGE-RK2,Shewanella oneidensis,0,1351,137
2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,Enterobacteria phage T4,0,184,65
Neomycin,Enteric bacteria and other eubacteria,1,1014,59
Nevirapine,Enterobacteria phage T4,0,1017,65
Indole-7-carboxylic acid,Pseudomonas aeruginosa,1,832,125
TZD-C8,Pseudomonas fluorescens,0,1241,127
Dibenzyl disulphide,Streptococcus sanguinis,0,671,162
(2E)-N-[3-(1H-indol-3-yl)propyl]-3-phenylprop-2-enamide,Candida albicans,1,40,34
"Dihydroxybenzoic Acid (2,4-DHBA)",Proteus vulgaris,0,680,122
N-(4-Bromobenzylidene)benzohydrazide,Mycobacterium smegmatis,0,976,112
Rosmarinic acid,Aeromonas hydrophila,1,1159,9
Competence Stimulating Peptide,Streptomyces gordonii,1,613,165
(2E)-3-(3-hydroxy-4-methoxyphenyl)-1-phenylprop-2-en-1-one,Haemophilus influenzae,1,34,78
Pivampicillin,Clostridium perfringens ,1,1104,48
Zinc Dichloride,Trueperella pyogenes,0,1329,171
Betulinic acid,Klebsiella planticola,0,485,98
Vancomycin,Enterococcus faecium,1,1307,67
Cloxacillin,Listeria monocytogenes,1,606,104
Sodium ascorbate,Human parainfluenza virus type 2,0,1208,93
17-Deacetyl norgestimate,Amycolatopsis orientalis,0,166,12
Terconazole,Influenza B virus ,0,1257,97
S-ethyl-L-cysteine,Clostridium perfringens,0,1170,47
Cefixime,Listeria monocytogenes,1,547,104
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",Candida krusei,0,133,38
2-Methoxy-D-Phenylalanine,Providencia stuartii,0,222,123
Farnesol,Burkholderia multivorans,1,732,30
2-amino-imidazole/ triazole conjugate,Streptococcus mutans,1,235,155
4-bromo-5-(bromomethylene)-3-butyl-2(5H)- furanone,Raoultella ornithinolytica,0,345,131
Chlorhexidine acetate,Proteus mirabilis,0,576,121
RNAIII-inhibiting Peptide,Providencia stuartii,0,1141,123
R-FV-I16,Hafnia alvei,0,1135,79
"(10R,11R)-Hydnocarpin D",Candida dubliniensis,0,2,35
Amikacin,Escherichia coli,1,430,69
Cefalotin,Streptomyces sp. ,1,540,167
Polyethyleneimine,Staphylococcus aureus,1,1108,141
Oxacillin,Clostridium perfringens ,1,1052,48
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-[(3-methoxyphenyl)methylidene]-1,3-oxazolidin-4-one",Hafnia paralvei,0,80,80
Cephaloglycin,Bacillus licheniformis,1,567,20
12-methyltetradecanoic acid,Pseudomonas aeruginosa,1,150,125
Delavirdine,Human immunodeficiency virus 1,1,661,92
2-amino-imidazole/ triazole conjugate,Enterococcus gallinarum,0,235,68
Mezlocillin,Human herpesvirus 5,0,938,90
"3,3-Diphenyl-D-alanine",Clostridium perfringens,0,246,47
Phloretin,Bacillus anthracis,0,1094,18
Aciclovir,Human herpesvirus 1 ,1,420,87
3-[(prop-2-ene-1-sulfinyl)sulfanyl]prop-1-ene,Streptococcus sanguis,1,291,163
"(10S,11S)-Hydnocarpin D",Staphylococcus aureus,1,3,141
Imipenem,Staphylococcus aureus,1,822,141
Sulfisoxazole ,Pantoea agglomerans,0,1237,116
6-fluoroindole,Salmonella Typhi,0,397,132
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Fusarium solani,0,140,75
para-ethoxyaniline,Pseudomonas aeruginosa,1,1383,125
BMAP-18,Klebsiella planticola,0,459,98
Hamamelitannin,Burkholderia cepacia,0,794,29
G H12,Chromobacterium violaceum,0,763,42
Tazobactam ,Escherichia coli,1,1248,69
"Phenol,2,4-bis(1,1-dimethylethyl)",Gardnerella vaginalis,0,1090,76
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Escherichia coli,1,272,69
Aztreonam,Bacillus subtilis,1,458,21
Tobramycin,Burkholderia cenocepacia,1,1279,28
Oxacillin,Staphlococcus aureus,0,1052,140
2-amino-4-chlorobenzoic acid,Mycobacterium smegmatis,0,231,112
Micafungin,Clostridium pasteurianum,0,939,46
4-fluoroindole,Pseudomonas aeruginosa,1,354,125
Cyclacillin,Streptococcus pneumoniae,1,621,158
Atovaquone,Acinetobacter baumannii,0,450,2
N -(pyridin-3-yl-methylene)benzohydrazide,Staphylococcus epidermidis,1,962,146
"L-744,832",Thermus thermophilus,0,865,168
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Enterococcus faecium,1,272,67
Gentamicin ,Escherichia coli,1,780,69
"Trimethyl[3-({33-[2-(trimethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(trimethylazaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide",Clostridium perfringens,0,1293,47
Cefepime ,Chromobacterium violaceum,0,546,42
D-Histidine,Staphylococcus epidermis,1,635,147
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(ethylthio)-1,3,4-oxadiazole",Achromobacter xylosoxidans,0,194,1
Phenanthrene,Varicella-zoster virus,0,1088,172
(2R)-2-amino-3-(benzenesulfinyl)propanoic acid,Actinomyces oris,1,43,7
S-propyl-L-cysteine,Streptococcus mutans,1,1174,155
Tipranavir,Actinomyces oris,0,1276,7
Ceftobiprole,Salmonella enterica,0,563,133
"3,4-Dichlorophenylalanine",Staphylococcus epidermis,1,254,147
Quinine,Streptomyces sp. ,0,1130,167
"3,4-Dichlorophenylalanine",Bacillus licheniformis,0,254,20
4-bromo-5-(bromomethylene)-3-(1-acetoxybutyl)-2(5H)-furanone,Salmonella enterica,1,343,133
Titanium dioxide,Pseudomonas chlororaphis,0,1278,126
D-Proline,Hepatitis C virus,0,640,86
"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde",Acinetobacter baumannii,1,113,2
2-amino-3-(3-chlorophenyl)propanoic acid,Clostridium perfringens,0,226,47
Tobramycin,Enteric bacteria and other eubacteria,1,1279,59
TMB-8,Cronobacter sakazakii,0,1239,51
Oseltamivir,Arthrobacter sp. ,0,1051,14
Losartran,Bacillus subtilis,1,907,21
N-Acetylcysteine,Mycobacterium smegmatis,1,984,112
Daclatasvir,Amycolatopsis orientalis,0,651,12
PG-1,Shewanella oneidensis,0,1060,137
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,272,141
Sulfadoxine,Pseudomonas chlororaphis,0,1226,126
Limonene,Geobacillus kaustophilus,0,899,77
"3,5-Difluoro-dl-phenylalanine",Citrobacter freundii,0,256,43
"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",Acinetobacter baumannii,1,263,2
Ciprofloxacin,Aeromonas sobria,0,590,10
"N-(5-Methyl-1,2-oxazol-3-yl)butanamide",Burkholderia thailandensis,0,981,32
2-amino-3-(3-chlorophenyl)propanoic acid,Staphylococcus aureus,1,226,141
Doxycycline,Escherichia coli,1,693,69
Tioconazole,Porphyromonas gingivalis,0,1275,119
"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",Staphylococcus aureus,1,144,141
4-Fluoro-2-methyl-D-phenylalanine,Marinobacter hydrocarbonoclasticus,0,329,107
Amikacin,Morganella morganii,1,430,109
Cefotaxime,Streptococcus pneumoniae,1,553,158
Nobiletin,Hepatitis B virus D,0,1025,83
beta-Caryophyllene,Staphylococcus caprae,0,1345,143
S-methyl- L-cysteine,Marinobacter hydrocarbonoclasticus,0,1171,107
6-MO-LF11-227,Aspergillus fumigatus,0,395,15
Vanillin,Escherichia coli,1,1309,69
"L-744,832",Enterobacteria phage T4,0,865,65
"4-Hydroxy-2,5-dimethyl-3(2H)-furanone",Pseudomonas aeruginosa,1,332,125
Virstatin,Arthrobacter sp. ,0,1315,14
Oxyresveratrol,Staphylococcus aureus,1,1055,141
Spermine,Streptococcus pneumoniae serotype 4,0,1211,159
Cephalexin,Bacillus subtilis,1,566,21
2-Hydroxychalcone,Haemophilus influenzae,1,220,78
D-Asparagine,Staphylococcus epidermis,1,630,147
"N-(1,3-benzothiazol-2-yl)butanamide",Klebsiella pneumoniae,0,971,99
L-4-Carbamoylphenylalanine,Fusarium solani,0,864,75
para-anisidine,Pseudomonas aeruginosa,1,1382,125
Cefoperazone,Enteric bacteria and other eubacteria ,0,551,60
Chrysin,Human herpesvirus 3,0,580,88
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one",Pseudomonas aeruginosa,1,88,125
Bis[(4-methylphenyl)methyl] disulfide,Human herpesvirus 5,0,491,90
"3,4-Dichloro-cinnamaldehyde",Streptococcus gordonii,0,253,153
VSL2,Staphylococcus chromogenes,0,1306,144
RNAIII-inhibiting Peptide,Enteric bacteria and other eubacteria ,0,1141,60
4-dimethyl-amino-cinnamaldehyde,Enterococcus faecalis,0,353,66
Indolicidin,Staphylococcus aureus,1,833,141
Citropin 1.1,Clostridium pasteurianum,0,594,46
2(5H)-furanone,Pantoea agglomerans,0,167,116
1-mesityl-3(4-nitrophenyl)urea,Schistosoma,0,136,134
Phenoxymethylpenicillin,Clostridium perfringens ,1,1091,48
Imipenem,Escherichia coli,1,822,69
"3,5-dibromotyrosined",Arthrobacter sp. ,0,259,14
5-(dibromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Trichophyton mentagrophytes,0,369,170
"(5Z)-2-(1,1-dichloro-7-methyloctyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Staphylococcus aureus,1,82,141
Benzophenonyl decyl beta-maltoside,Bacteroides uniformis,0,478,25
G10KHc,Staphylococcus aureus,0,764,141
N-(4-Pyridinyl)butanamide,Human parainfluenza virus type 2,0,979,93
3beta-Hydroxyolean-12-en-28-al 3-p-coumarate,Citrobacter freundii,0,309,43
L-Phenylalanine,Vibrio campbellii,0,869,174
CSP-C16,Acinetobacter oleiovorans,0,513,4
DASamP1,Staphylococcus capitis,0,647,142
Floxacillin ,Trichophyton mentagrophytes,0,741,170
1-(4-methoxyphenyl)-3-m-tolyurea,Streptococcus mitis,0,126,154
RI-19,Burkholderia pseudomallei,1,1137,31
Piperacillin,Influenza B virus,0,1102,96
Ceftriaxone,Enteric bacteria and other eubacteria ,0,564,60
L- K6L9,Hafnia paralvei,0,862,80
Azidocillin,Streptococcus pneumoniae,1,455,158
Fosamprenavir,Clostridium bacilli,0,746,44
RK-25,Burkholderia pseudomallei,1,1139,31
1-(pyrazin-2-yl)ethan-1-one,Streptococcus sobrinus,0,129,164
Pyrazinamide,Plasmodium falciparum,0,1122,118
Colostrum Hexasaccharide,Staphylococcus aureus,1,612,141
Azithromycin,Staphylococcus aureus,1,456,141
L-Phenylalanine-L-Lysine,Haemophilus influenzae,0,871,78
Cerulenin ,Raoultella ornithinolytica,0,569,131
Tigecycline,Staphylococcus epidermis,0,1272,147
Paromomycin ,Helicobacter pylori ,0,1068,82
"N1-[7-(trifluoromethyl)quinolin-4-yl]octane-1,8-diamine",Obesumbacterium proteus,0,996,115
Curcumin,Klebsiella variicola,1,619,100
epsilon-Polylysine,Candida guiliermondi,0,1364,37
2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,Listeria ivanovii,0,184,103
"2,4,5-Trifluorophenylalanine",Staphylococcus aureus,1,172,141
Curcumin,Vibrio harveyi,1,619,176
"(5Z)-2-(1,1-dichloro-2-phenylethyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Staphylococcus aureus,1,78,141
M8-33,Hepatitis C virus,0,912,86
Di-MB-LF11-322,Firmicutes,0,668,73
(Z)-3-(bromomethylene) isobenzofuran-1(3H)-one,Marinobacter hydrocarbonoclasticus,0,99,107
"(2E)-1-(2 ,5 -dimethoxyphenyl)-3-[2,5-dimethyl-1-(3-trifluoromethyl-phenyl)-1H-pirrol-3-yl]-2-propen-1-one",Enterococcus faecalis,1,23,66
Fraxin,Stenotrophomonas maltophilia,1,750,151
SP1,Pseudomonas aeruginosa,1,1177,125
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine",Micrococcus luteus,0,306,108
"4-(2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazol-2-yl)vinyl)-2-methoxyphenol",Streptococcus pneumoniae serotype 4,0,312,159
Garlic extract,Staphylococcus capitis,0,775,142
(2E)-N-[3-(1H-indol-3-yl)propyl]-3-phenylprop-2-enamide,Salmonella Typhi,0,40,132
2-amino-5-methoxy-5-oxopentanoic acid,Candida tropicalis,0,232,41
3-(3-Pyridinyl)alanine,Aspergillus niger,0,269,16
Adefovir Dipivoxil,Hepatitis B virus D,1,422,83
Myricetin,Dengue Virus Type 2,0,950,53
Resveratrol,Burkholderia cenocepacia,1,1148,28
(2-{[(2-phenylethyl)sulfanyl]sulfinyl}ethyl)benzene,Shigella flexneri,0,15,138
G H12,Plasmodium falciparum,0,763,118
Kojic acid,Streptococcus sanguis,0,861,163
11(R)-hydroxy-12(20)-en-knightol acetate,Pseudomonas aeruginosa,1,148,125
Chelerythrine,Hepatitis C Virus ,0,572,85
Trimethoprim-sulfamethoxazole,Trichophyton mentagrophytes,0,1288,170
Cefotaxime,Staphlococcus aureus,0,553,140
Tea tree oil,Dihydropteroate synthase type-1,0,1249,55
Cefalotin,Streptococcus pneumoniae,1,540,158
Piperacillin,Shewanella oneidensis,0,1102,137
Levofloxacin,Candida parapsilosis,0,897,39
Vanillic acid,Klebsiella variicola,0,1308,100
"5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-thiol",Haemophilus influenzae,0,367,78
"13-(2-chloroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,156,125
Subtilosin,Listeria monocytogenes,1,1218,104
TZD-C8,Pseudomonas aeruginosa,1,1241,125
Lipoic acid,Pseudomonas aeruginosa,1,902,125
sorivudine,Escherichia coli ,0,1388,70
Lactoferricin B,Aspergillus fumigatus,1,891,15
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)butyramide",Human immunodeficiency virus 1,0,966,92
4-bromo-5-(bromomethylene)-3-butyl-2(5H)- furanone,Staphylococcus aureus,1,345,141
Djenkolic acid,Actinomyces oris,1,689,7
Olmesartran,Staphylococcus capitis,0,1048,142
Silver sulfadiazine,Bacteroides vulgatus,0,1197,26
Eugenol,Escherichia coli,1,726,69
Phosphate,Micrococcus luteus,0,1096,108
N-Acetylcysteine,Streptococcus pyogenes,1,984,160
Salicylic Acid,Stenotrophomonas maltophilia,0,1180,151
(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,Enterobacteria phage T4,0,27,65
Bacalin hydrate,Burkholderia cenocepacia,1,464,28
4-bromo-5-(bromomethylene)-3-(1-acetoxybutyl)-2(5H)-furanone,Hepatitis C virus,0,343,86
Ciprofloxacin,Thermus thermophilus,0,590,168
Niacinamide,Escherichia coli,0,1018,69
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl (2E)-3-phenylprop-2-enoate",Acinetobacter oleiovorans,0,119,4
Penicillenol C1,Pseudomonas aeruginosa,1,1078,125
BMAP-28,Candida albicans,1,461,34
epsilon-Polylysine,Streptococcus epidermidis,0,1364,152
"2-geranyloxy-4,6-dihydroxybenzophenone",Staphylococcus aureus,1,241,141
Bromohexylmaleic anhydride,Salmonella enterica,1,494,133
den-SB056-1,Dengue Virus Type 2,0,1362,53
L-Canavanine,Burkholderia multivorans,1,867,30
Indole-7-carboxylic acid,Hafnia alvei,0,832,79
D-2-Methylphenylalanine,Staphylococcus epidermis,1,627,147
MUC7 12-mer-L4,Clostridium perfringens,0,916,47
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Bacillus subtilis,1,141,21
2-(Aminomethyl)-L-phenylalanine,Bacteroides eggerthii,0,211,23
"(2E)-1-(1,3-benzodioxol-5-yl)-3-[5-(2-nitro-phenyl)-furan-2-yl]-2-propen-1-one",Clostridium perfringens ,0,18,48
Metronidazole,Helicobacter pylori ,1,937,82
Oxytetracycline,Acinetobacter nosocomialis,0,1056,3
Myxinidin3,Eubacterium ramulus,0,958,72
Ssp (A4K-A11K),Streptococcus mutans,1,1212,155
"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,248,125
(RW)4-NH2,Staphylococcus aureus,0,97,141
Pa-MAP,Klebsiella pneumoniae,1,1063,99
epsilon-Polylysine,Dengue Virus Type 2,0,1364,53
(1E)-1-{[(1E)-prop-1-ene-1-sulfinyl]sulfanyl}prop-1-ene,Mycobacterium leprae,0,4,111
17-Deacetyl norgestimate,Staphylococcus aureus,1,166,141
(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,Acinetobacter oleiovorans,0,27,4
Atazanavir,Pseudomonas putida,0,449,130
4-Bromo-D-phenylalanine,Staphylococcus aureus,1,322,141
5-(dibromomethylene)-3-(1-acetoxyethyl)-2(5H)-furanone,Stenotrophomonas maltophilia,0,368,151
Titanium dioxide,Bacteroides eggerthii,0,1278,23
"2,3,4,5,6-Pentafluoro-L-phenylalanine",Bacillus amyloliquefaciens,0,169,17
Fluspiriline,Candida albicans,1,745,34
4-Hydroxychalcone,Haemophilus influenzae,1,333,78
3-(2-Naphthyl)alanine,Staphylococcus aureus,1,265,141
(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,Staphylococcus aureus,1,27,141
4-Methoxycarbonylphenylboronic acid,Vibrio vulnificus,1,335,178
Enoxacin,Bacillus subtilis,0,704,21
Cycloserine ,Pseudomonas libaniensis,0,624,129
Arbekacin,Aquifex aeolicus,0,445,13
(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one,Thermus thermophilus,0,107,168
CSP-C16,Clostridium leptum,0,513,45
Ibuprofen,Eikenella corrodens,0,819,58
Zinc sulfate,Kocuria rhizophila,1,1332,101
"(5E)-5-hexylidene-1,3-thiazolidine-2,4-dione",Candida albicans,1,74,34
Benzylpenicillin,Acinetobacter baumannii,0,481,2
Garlic extract,Hepatitis B virus F,0,775,84
Zinc,Streptococcus pyogenes,0,1328,160
D-Leucine,Eubacterium ramulus,0,637,72
Di-MB-LF11-322,Streptococcus pyogenes,0,668,160
Tet-26,Bacillus anthracis,0,1262,18
Pefloxacin ,Corynebacterium ammoniagenes,0,1071,50
Indole,Acinetobacter oleiovorans,1,827,4
4-(2-methybutyryl)-4H-tomentosin,Candida albicans,1,313,34
(2E)-1-[4 -(1H-imidazol-1-yl)phenyl]-3-(2-naphthyl)-2-propen-1-one,Streptococcus mutans,1,30,155
"L-744,832",Raoultella ornithinolytica,0,865,131
4-Methylphenylalanine,Salmonella Typhi,0,338,132
"(R)-2,3-Diaminopropanoic acid",Hepatitis C Virus ,0,91,85
Resveratrol,Cryptococcus neoformans,0,1148,52
Rutin,Staphylococcus haemolyticus,0,1163,149
Rosmarinic acid,Pseudomonas japonica,0,1159,128
14-Glycinyl andrographolide hydrochloride,Candida parapsilosis,0,161,39
"(Z)-5-decylidenethiazolidine-2,4-dione",Aspergillus fumigatus,0,110,15
C8-HSL,Trueperella pyogenes,1,508,171
Cinnamaldehyde,Coagulase- negative staphylococci,0,585,49
"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",Bacillus subtilis,1,144,21
Limonene,Thermus thermophilus ,0,899,169
Ceftazidime,Escherichia coli,1,560,69
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",Staphylococcus aureus,1,193,141
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(phenylthio)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,196,125
AAP2,Streptococcus mutans,1,414,155
Dezocine,Burkholderia pseudomallei,0,666,31
2-methoxy-cinnamaldehyde,Morganella morganii,0,242,109
Erythromycin,Edwardsiella tarda,0,713,56
Raspberry KAS 434,Bacillus amyloliquefaciens,1,1145,17
Butenafine hydrochloride,Vibrio cholerae,0,499,175
"(2-(4-chlorophenyl)- 4-{[(6-methyl-2-pyridinyl)amino]methylene}-1,3-oxazol- 5(4H)-one)",Staphylococcus aureus,0,13,141
Oleic Acid,Candida guiliermondi,0,1046,37
Tipranavir ,Pseudomonas fluorescens,0,1277,127
Cephaloglycin,Influenza B virus ,0,567,97
"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,214,125
Posaconazole,Human respiratory syncytial virus B,0,1111,94
Gossypetin hexamethyl ether,Enterobacteria phage T4,0,787,65
Elliptophenone A,Candida krusei,0,699,38
Indinavir,Human immunodeficiency virus,1,824,91
Zidovudine,Human immunodeficiency virus 1,1,1327,92
Coumarin,Eggerthella lenta,0,616,57
Bacalin hydrate,Eubacterium ramulus,0,464,72
Na-Propionate,Hafnia alvei,0,1005,79
S-methyl- L-cysteine,Streptococcus gordonii,0,1171,153
Epigallocatechin Gallate,Escherichia coli ,0,710,70
FS8,Clostridium pasteurianum,0,730,46
13-methyltetradecanoic acid,Sphingomonas sp. Ibu-2,0,157,139
C6-HSL,Burkholderia cenocepacia,0,507,28
Silver Ion,Proteus vulgaris,0,1192,122
Dicloxacillin,Listeria monocytogenes,1,676,104
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-chlorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Vibrio anguillarum,0,59,173
Scopoletin,Escherichia coli,1,1184,69
"(10R,11R)-Hydnocarpin D",Gardnerella vaginalis,0,2,76
Coumarin,Human herpesvirus 4,0,616,89
lin-SB056-1,Plasmodium falciparum,0,1371,118
P60.4Ac,Eubacterium ramulus,0,1059,72
Diazepam,Serratia marcescens,0,670,136
Silver nitrate,Escherichia coli,1,1196,69
Garlic extract,Pseudomonas aeruginosa,1,775,125
Fosaphenytoin,Mycobacterium smegmatis,0,747,112
4-Fluoro-D-phenylalanine,Staphylococcus aureus,1,330,141
Calcium chloride,Aggregatibacter actinomycetemcomitans,0,519,11
Efavirenz,Klebsiella planticola,0,696,98
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Pseudomonas aeruginosa,1,21,125
